hashtag,class
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
"monkeypox, Airborne, MonkeypoxIsAirborneToo",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
ShinzoAbe,1
"gates, WEF, WHO, monkeypox",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"Netherlands, monkeypox, plandemic, nitrogen, PaysBas, covid",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
NY,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
lockdowns,1
,1
,1
,1
,1
,1
,1
,1
,1
DontLookUp,1
,1
,1
,1
"deepstate, BillGatesBioTerrorist, monkeypox, Russia, China, Iran, COVID19",1
"WHO, Monkeypox, StandandFight, Unite, WakeUp",1
,1
,1
,1
,1
MonkeyPoxIsAirborne,1
"monkeypox, HumanRights, BioWeapons, GlobalistElites, InPlainSight, ConstitutionalDuty, Freedom, FauciLied",1
,1
,1
,1
MonkeyPox,1
,1
"monkeypoxIsAirborne, mpxv, nola, neworleans, monkeypox, louisiana",1
,1
,1
,1
,1
"MonkeyPoxIsAirborne, bcpoli",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
