user description,class
"Antifascism. Europe. Pandemic. Internationalist Left Woes,Visual & Intercultural issues. Aspie-Trans-Queer. Likes=relevant to me, RT=relevant to many, possibly.",0
Yep Yep. That's what it is. FFS,0
i don't know much,0
"Pākehā, she/her.loves a native bird, mama/wife, Jesus follower, unlearning/learning, equality enthusiast, profesh hair brusher",0
DOOM BROWSER,0
Married to a Kiwi - 3 boys- support West Ham and Ipswich Town- Ex Forex Broker- Don't want Covid Vax thanks :rolling_on_the_floor_laughing: Gold and Silver bullion :smiling_face_with_sunglasses: Anti MRNA gene BS -:face_savoring_food:,0
"A Kiwi relocated to Aus, learning a new life. Maths, craft & MathsCraft tweets at @KateMathy",0
"MD @unito @uabbarcelona, anesthesiologist (2010 @TelAvivUni) formerly @Hug_Ge. MBA @isenbergumass. MPH candidate @LSHTM.",0
None,0
:no_one_under_eighteen:+ || :crossed_fingers_light_skin_tone: RE-ACTIVATED NEW ACCOUNT || :United_Kingdom: Certed UK Based Adult Performer / Content Creator || :busts_in_silhouette: Paid Shoots / Content Share || :smiling_face_with_horns: How About Some Fun…,0
Creationist/Francophile    I'm often banned. Also at...@brentced gab. I'll leave my second twitter account listed their as well. :eagle: DONT REPLY if U SCARE,0
RIP Rick Whiteman,0
_URL_ It's funny because it's true.,0
"I am neither black nor a duck. I am, however, a little daffy. Kaurna Land.",0
"Short, gay, :Scotland:, he/him. Special and unique but only in inconvenient ways.",0
Stay at home dog dad  'basil neglecting fuckwad' - @ohthebeardguy  ~He/him~,0
"Passionate about MedTech, Ophthalmics, Cars, Community, Start-ups and Business in General.",0
I came to Twitter to find out what's been happening while I was asleep / a sheep. I post what's interesting to me. Figure out for yourself whether it is true.,0
Roaster. My phone is possessed by evil demons. If concerned it hasn't offended you .Please take a number & it will attend to your look at me moment shortly,0
"Rainfall is measured in mm, not ml! Some tweets are pure BS. Not popular on Facebook. Dairy farmer, Ashburton, NZ.",0
Roaster. My phone is possessed by evil demons. If concerned it hasn't offended you .Please take a number & it will attend to your look at me moment shortly,0
I block trolls and racists. Also #COVID19 deniers & anti vaxxers. I don't respond to DMs.,0
"wiz*one //glassy//rubi //dive// jigumi"" 05 yulyen // beckfreen :pinching_hand_light_skin_tone:",0
"Once was a Principal, lifelong learner, parent, champion of the disenfranchised, Māori fruit salad, coffee lover. Opinions, lots of them, are my own. She/her",0
None,0
"Family man. decent, ethical American.:United_States:",0
"Please don't ""Follow"" this account -- I will block you. I use it to read & respond to public tweets. I'm Human,I make mistakes,just not always unintentionally.",0
The public diary of a Sociology PhD candidate at Goldsmiths University of London. yammering about PrEP and barriers. He/they. Views mine,0
"data, Aotearoa New Zealand, Aotearoa New Zealand data - ""A interesting bit on Twitter"" someone on the radio. - ""a neat example"" someone on the internet.",0
Chief Economist at the NZ Initiative.  Adjunct Senior Fellow with the Department of Economics at @ucnz. Still stronger than Derp,0
"Retweets = endorsements or humor, FL Cracker & Redneck, gentleman, scholar, philosopher, artist, chef, veterinarian, :barber_pole:quartet tenor :United_States::rainbow_flag: #HomoCon",0
Plataforma unitària en defensa de la Sanitat Pública a Catalunya.,0
Still digesting 2020 and all its ramifications.I'm on Twitter to help amplify the voice of everyday people fighting against forced infection with SARS.,0
People don't always remember what you said. They do remember how you made them feel.,0
Paekākāriki gay. Trans rights. My best haircut was when I was 5. She/her. Mature :woman_scientist_medium-light_skin_tone::microscope::dna: student. Shill for big literature,0
"Sarcastic, Curious, Highly Opinionated, Sometimes needs to shut up. Find Me On Mastadon (Cross-Posts will appear here)",0
He/Him | Hopelessly anxious | Gay leftist that likes muscle | 18+ | Thot public servant | cashapp: $barbariandave93,0
Just me and my wonderful son! PRO-CHOICE. Abortion rights are human rights. Green party supporter. Demiromantic demisexual. NO TERFS :woman_gesturing_NO:. She/her. HoH,0
Catholic Anime Traditionalist,0
":face_with_medical_mask::syringe:⁴:rainbow:  Ring around the rosie. Pocket full of posies. Ashes, ashes. We all fall down. *stuck in NL:Yemen: *may contain traces of bitterness and SARScasm  *she/her",0
Football tragic that wants pancakes. Harbours feelings of visiting Glenrowan.,0
*gunfingers* pew! pew!,0
"Disputatious Jew. _URL_  ""her appearance much reminded me of photos of female Weather Underground terrorists"" -Ron Unz",0
:syringe::syringe::syringe::syringe: Centrist voter who was Right of Centre and now firmly Left of Centre,0
Cro killa cryptic spastic,0
"I hold the staff responsible for the avoidable death of my Mother whilst in the care of Wigan Infirmary. Died from Neglect, Malnutrition and Septicaemia.",0
#latestnews,0
The terror of a king is like the growling of a lion; whoever provokes him to anger forfeits his life. :South_Africa:Mamelodi Sundowns FC; Chelsea FC,0
:star_of_David::eagle::cactus: Dignity of the Spirit - Forgive all that you can and love as purely as possible. Profanitarian.  :broccoli: over Cauliflower,0
None,0
We all start life with a full bag of luck and an empty bag of experience. The aim is to fill the second bag without emptying the first.,0
None,0
"Tangata Tiriti. He/him. ED/ICU trainee. Loves emergency medicine, hates emergency departments.",0
"Epidemiologist in the Department of Public Health, University of Otago Wellington @OtagoWellington Aotearoa New Zealand, all views my own, she/her.",0
Interested in getting to the truth and for freedom,0
Prefer Vegemite. Will do Marmite if pushed Frontline health provision 30years.,0
"I love, therefore i am..",0
Roaster. My phone is possessed by evil demons. If concerned it hasn't offended you .Please take a number & it will attend to your look at me moment shortly,0
my biggest fear is a life left unlived,0
Great believer in Every one deserves a fair go.,0
Morals dont exist.. Plastic lures do,0
"I enjoy long walks through SEC filings, VAERS reports, and congressional fillings... yet to spot a ""fact checker"" Gettr: @AmyBeePhoenix",0
hate and violence is what they thought we would turn to another form of control they thought they knew us they thought we were slaves Love wins AWAKEN,0
JUST FM IS A LPF RADIO STATION PLAYING A MIX OF JUST FUN MUSIC 24/7. FOR MORE INFO AND TO LISTEN LIVE HERE ONLINE SEE OUR WEBSITE.,0
"Flawless godlike human being, also whys the UK, Russia, and the rest Europe so trash? :rolling_on_the_floor_laughing: clowns",0
None,0
"Econ PhD from @ANUCrawford @ouranu • Tweet about #trade, #poverty and #inequality",0
Thispersondoesnotexist Not a parody,0
"Interested in: info sec, privacy, nz politics, data, role-playing games He/him Occasional TTRPG freelancer Give stolen land back to Māori. Crypto is a scam.",0
None,0
"KING:crown: of Rochdale. Love me United. Love me Rochdale. Love me kids. Love me chip barm. All Northerners welcome (even scousers, YNWA)",0
:New_Zealand::Scotland::South_Africa: Wife. Mummy. Aroreretini. Vaccinator. Pro-Science. ALL THE SPORTS.,0
Co-founder: Conversion Therapy Action Group. Email: shaneel629@gmail.com My Instagram has much more to offer @shaneellall,0
Retired crypto billionaire. Divorced. Fatphobic. | he/him,0
Public health officer. Immunization and disease surveillance expert.,0
"38 years Bipolar, now cured - I cured myself. I despise political and police corruption and will never trust the establishment again!",0
Cornish Plantagenet. Markets Strategist ex-stockbroker. Austrian Economics. Precious & Critical Metals. TACKLING BIG GOV Make Albion Great Again - ADF PARTY,0
None,0
"Life long Hamiltonian living in Auckland. Tweets are my own views and don't represent any company or client, reality is a fiction and the cake is a lie!",0
Estamos en manos de chiflados. Warte bis der Schotte kommt. We a' sall thegither ding the fell gallows o the burghers doun. Cite Black Women.,0
White Horse Theology - _URL_ YouTube Live Streaming: _URL_ Theology Forums: _URL_,0
"A former filmmaker, now jawboning on the collapse of industrial civilisation and the renewal of culture",0
None,0
"daniel \21\ xei/xem/xeir, basic achillean queer into cars, old tv, and bond ig, cant spell, probobly aromantic? :fox::rat::latin_cross: :transgender_flag::black_flag::Christmas_tree:",0
"Trial Lawyer and Progressive Activist. ""Injustice anywhere is a threat to justice everywhere."" Dr. Martin Luther King, Jr. He/Him. No DM's please.",0
My website on Zika Virus is to sift fact from faction and expose scams. Looking for people to join up and add knowledge of views on Zika virus,0
3 r d a c c t. i n 2 d a y s.........  W a r r i o r 3 3 3...Ret. RN JUST JOINED GETTR! Name there is Warrior333. See you there! NO CENSORSHIP!!,0
Late adopter. Plenty of opinions (mine and others) I'm happy to share. She/her.,0
"Don't be offended. It's Twitter. I get to annoy everyone. So, if I annoy you, it's nothing personal. I'm not everyones type, but I am your mums.",0
CEO of Ghee$e Musik & founder of NEB ANIMATION Studios _URL_ Real Music from the the soul. -Pearlgates,0
A Man of Sussex,0
"Data and strategy geek. Democracy lover. Trump hater. Parody song writer. Sassy, but classy, Kiwi. *Learn the art of Kintsugi to mend your scars*",0
"Artist. Antique dealer. Ex freelance consultant in comms in emergencies, health & HIV. Ex WVI, Oxfam, Int HIV/AIDS Alliance, Save the Children, UNDP, LSHTM",0
None,0
"When you go hunting monsters, take the big gun.",0
None,0
"Data wrangler, Quordler, Wordler, Heardler, Waffler. Mother of two, partner of one, caretaker of cats",0
"That's not a moon, it's a space station.",0
#PharmD_PhD Eco/Toxicologie :green_circle: _URL_ @AllianceC @uce_fr (Ex-AL laRem #Puteaux 2017) Candidat #municipales2020 #législatives2022,0
𝙸'𝚖 𝚗𝚘𝚝 𝚊 𝚛𝚊𝚌𝚒𝚜𝚝... 𝙸'𝚖 𝚊 𝚋𝚒𝚐𝚘𝚝!,0
"Founder. Reluctant journalist. Too old for this. Agnostic host of a religious podcast. If you don't like what's playing, change the channel.",0
"Nobody needs to have a qualification to express an opinion on Twitter, nor do we have to back up anything we say.",0
"If I blocked you while you explained you're not a bigot, I probs didn't buy it eh. he/him",0
"Burnt Out Hospo Droid, re-purposed for Political Punditry. Not suitable for children's parties or weddings.",0
"""James Bond expert and web developer""- @TheSpinoffTV / ""a fan""- @nzlistener / ""Contributor""- _URL_ / I delete tweets",0
De la fanfare,0
Chief Economist at the NZ Initiative.  Adjunct Senior Fellow with the Department of Economics at @ucnz. Still stronger than Derp,0
"Pākehā with no idea what my ancestors had against turnips. She/her. They/them also ok. Remember kids 4 strings good, 6 strings bad She does not belong to he.",0
"Born in Queens NYC, love music, nice weather, NYC, DC, SD & more. Big fan of Obama and the extremely BEAUTIFUL & TALENTED :heart_suit::red_heart:Stephanie Mills:red_heart::heart_suit:!",0
North Korea. South Korea. Marilyn Monroe. Views are not the same as my workplace. Obviously. Wish Gary was short for Garrison.,0
North Korea. South Korea. Marilyn Monroe. Views are not the same as my workplace. Obviously. Wish Gary was short for Garrison.,0
Be kind. Be responsible. Don't take your health and others' for granted.,0
I like girls,0
percuschase was suspended in 2020 not new aged multi-fandom as hell,0
Delivering more & more each day than this current labour government. My pronouns are Dude/Bro,0
"""Ex astris ad mortem.""",0
Versatile. Unconventional. Classic with a twist. Genus: Panthera. :Peru::Italy::Croatia: I own a 1st Ed. hardcover copy of COSMOS so don't... Feminist. He/Him/Él/Lui/On,0
None,0
"Re-joined for better Covid stats and info. **Don't believe the Pandas. Don't have patience for Covid misinformation.** Get vaccinated, it saves lives!",0
Sports promoter. Husband. Dad of 4 + dog. Media know it all.,0
None,0
"Enthusiastic supporter of COVID eradication, so that people may stop suffering needlessly.",0
"Please, sign up on Great SocMed: _URL_",0
half psychotic sick hypnotic,0
#TheAsthmaCures _URL_ helping those with chronic #asthma _URL_ resolving _URL_ _URL_,0
"Suburban house wife, great job, slave to the kids activities.... Life is good.",0
"American taxpayer, father, son, brother, friend, thankful for our patriots, gun owner, live by common sense, #MAGA and protect the most vulnerable..",0
Character Statistics:- Colour(White)+9Privilege Gender( Anthropomorphic Egg) #Shitposter#Egalitarian,0
stupid spaceboy :satellite:,0
Funnier In Person :glowing_star:,0
None,0
"Throw your dreams in space like a kite, and you do not know what it will bring back, a new life, a new friend, a new love, a new country. Anais Nin",0
"Turn off ""the news"". There is no vaccine against propaganda.",0
None,0
"erotic content creator. fat babe. bi + demi. spoonie. gamer. :rose: this is my SFW account for personal tweets, updates, & opinions.",0
RetiredSci.Teacher;Progrsve;#BLM MEdCounseling;GreenPeace;#RESIST WildlifeHabitatCreator; #IAmAntifa #ClimateCrisisIsHere #ProtectLivingThings#BidenHarris,0
"Exposing NYCDOE Corrupt Administration, OSI, OEO,SCI",0
"ђã†̥ goes arund,comes arund",0
Exposing the lies and moral corruption around the SARS2 pandemic origin coverups.,0
":rainbow_flag: Just a man, standing in front of a Democracy, asking it to love him. Oh, and get vaccinated FFS. He/Him",0
Infected monkeys gone wild:monkey::test_tube: Let's stop the infection together.:microbe:,0
Father and skeptic. Covid a lab-leak exploited by WEF/FDA is rogue/AGW is fraud/NATO a warmonger/BRICS+ a player/Europe is lost,0
"Per twitter guidelines, screenshots of my tweets may not be taken or distributed without my permission.",0
Infected monkeys gone wild:monkey::test_tube: Let's stop the infection together.:microbe:,0
"#Collagist #Activist #Writer :Wales::Canada::European_Union: Human Rights Award nom. Words for Byline Times, Globetrender, Honno Press, Red, Womankind. #TheMemestress",0
"so, i made a new account i guess.",0
"Is this real ?  Question everything  The truth shall reveal itself , once you've opened your eyes.",0
"Hi, this page is only to document my own personal experience with monkey pox! To answer any questions and help people going through the same.",0
"Policy & Strategy Analytics academic at Loughborough University; Fellow, St Catherine's College, Oxford. Focusing on COVID-19 Member, @IndependentSage. DMs open",0
Online NEWS | CSR Events | Community | Ads for entrepreneur/business across The State of Johor,0
None,0
"Midwife, educator, parent, general purpose nerd. Most at peace underwater, most at pieces on Twitter, but here I am, regardless. (she/her - they/them fine too)",0
I block trolls and racists. Also #COVID19 deniers & anti vaxxers. I don't respond to DMs.,0
"I'm an Aussie 80s/90s YouTuber that plays a verities of games for fun. I'm a fan of DC, Marvel, Star Wars, Anime, LEGO & more. My favorite hero is Batman.",0
#Chronoptimist • NHS Dr 1996 • GP Partner 2001-2022 • Private GP @clecliniclondon 2021 • LMC Rep •Trainer • Appraiser • Old Manc • OWN VIEWS • :person_swimming::person_running::woman_biking:,0
Standard shallow man. Reassuringly inappropriate. Audi A8 fan. Would love an A8 (or S8). In deep metallic red. :beaming_face_with_smiling_eyes: I am an individual. Do not label me as BAME.,0
I recommend the Daily Decaf blog -- _URL_,0
Runner & aspirant triathlete. Passionate about better health & social care. All views are mine. Retweets for interest not because I endorse.,0
"MD @unito @uabbarcelona, anesthesiologist (2010 @TelAvivUni) formerly @Hug_Ge. MBA @isenbergumass. MPH candidate @LSHTM.",0
A medical doctor with love and training in infectious diseases and medical microbiology,0
None,0
Blues Addict,0
Married to a Kiwi - 3 boys- support West Ham and Ipswich Town- Ex Forex Broker- Don't want Covid Vax thanks :rolling_on_the_floor_laughing: Gold and Silver bullion :smiling_face_with_sunglasses: Anti MRNA gene BS -:face_savoring_food:,0
Female. Senior. Proud Victorian. St Kilda supporter. Harry Chapin :musical_notes: Garth Brooks :musical_notes: Hamilton :musical_notes: The West Wing. Dbl leftie. ALP. :syringe::syringe::syringe::syringe: :face_with_medical_mask: #ICareIWear,0
"Founder and co-host: The @Hollows_at_Noon Podcast, on @anchor, @Spotify and @youtube. leftist",0
Boston Celtics / Anything NBA / New England Revolution / Boston Red Sox / New England Free Jacks / Liverpool FC / WWE / 98.5 The Sports hub,0
None,0
"West Hollywood and Chicago , here for a good time not a long time. Always down to film :eggplant:",0
None,0
"British. Scottish/English/Italian heritage. Animal lover. Dog owner. Vespa rider. Not keen on politicians, snools, hypocrites, tribalists, or the radicalised.",0
Forest Sprite:evergreen_tree::mushroom::butterfly::snail::herb::rose::honeybee::deciduous_tree:,0
burner | He/They,0
"Epidemiologist in the Department of Public Health, University of Otago Wellington @OtagoWellington Aotearoa New Zealand, all views my own, she/her.",0
"30+years AIDS activist, hep C survivor, queer. Save LGBTQ+ in Kenya. 30 y _URL_",0
None,0
I am not someone you know. I am only someone who cares! Let's go Brandon!,0
"Mom, Wife, Ret, Resister, BLM, Asian Ally, Love is Love, Gun Safety, Legalize Cannabis, Campaign Reform, Nature! :butterfly: Yoga! Writing! Books! Wordle! No DMs",0
"Biology educator, science communicator, blogger & no longer quite such a newbie to crochet",0
"Democratic Socialist. Queer (he/him/they), Disabled, & passionate about a future with progress for ALL! #MedicareForAll #AbolishICE #BlackLivesMatter",0
"I'm a better person today, than I was yesterday, but tomorrow, I will be the best I've ever been! Self improveMEnt people is a MUST! Progression is KEY! $AEWILL",0
"Democratic Socialist. Queer (he/him/they), Disabled, & passionate about a future with progress for ALL! #MedicareForAll #AbolishICE #BlackLivesMatter",0
Only created of skin and bones with an oversized heart and unique brain. I like to go down by the pond and pick daisies.,0
the only moment when politicians are not lying is when they talk bad about their colleagues,0
Wearing a FFP3/N99 mask and glasses since March 2020 #ZeroCovid #CovidIsNotOver #WearAMask,0
geographical educationalist (retired) based in North East England at Whitley Bay,0
Living the bit before the other bit on unceded Yuggera country.,0
If only resetting life choices was as easy as resetting my Twitter account.,0
"Prof. @KITKarlsruhe Associate Editor @ACSSustainable - tweeting privately - WITHOUT FOLLOWERS, EVIL CANNOT SPREAD: Mr Spock - no agitation & disinformation -",0
saturday night special,0
$XRP $XLM $XDC $SGB $ALBT $HEROS Make America Great Again Again,0
"See the wood for the trees. Let's work together to build a UK which supports everyone. Be kind, but don't submit to those who spew hate and seek to divide us.",0
"I am bi-coastal. I live in DE and NV. I fight hard for what I believe in. Truth, justice and Trump!. ULTRA MAGA.",0
None,0
None,0
Chartered Accountant Secondary School Finance and Business Manager Chair of Manchester and Trafford School Business Leaders Forum #BeKind.,0
None,0
None,0
"KHOU Stands for Houston. We're relentless in providing breaking news, weather and traffic. Tweet us. Email newstips@khou.com. We're listening.",0
British Sikh,0
Kent State University BA:Political science Proud Social Democrat _URL_,0
NHS Dr #CovidisAirborne #UnsafeSchools #EuropeanAlways:European_Union: #RefugeesWelcome #CharacterMatters #FBPE #BeKind:revolving_hearts:#99% #JohnsonOut,0
American Patriot #UltraMAGA Constitutional Conservative USAF Veteran 9th Generation Patriot Unvaxxed Pure Blood,0
Cwmbran-born | Aberdeen Pict lineage | Culturally fucked-up Saffa | Third Culture Kid | Nomadic Immigrant | a Newfie's husband | Ridgeback dad,0
Data protection expert and advocate. Views expressed (and irritating personality quirks) are my own and are not on behalf of any employer. He/him.,0
:kissing_cat::memo::performing_arts::artist_palette::musical_score::books::thread::sparkles::white_heart::syringe::syringe::syringe:,0
"Publius Terentius: I am human, nothing human is alien to me. Sigmund Freud: To Understand does not mean Forgiveness. #RESIST! VOTE Blue:ballot_box_with_ballot:in 22! Support @BaliAid",0
"New Experience Junkie, geek, traveler, photographer. In ancient history the creator of Archie, the first Internet search engine :rainbow_flag::Barbados::Canada::United_States:",0
"92% Ibuprofen, 6% paracetamol, 2% WTF Anti Tory. Anti establishment.  Often shouty/sweary. Very Socialist. Sipper of fine Malts! Supports The Gaia hypothesis",0
"Hello everyone, I'm glad to be part of the twitter media platform. I'm a minister of the gospel. Producer, on Television. Producer/Songwriter.",0
"Let's be clear your government is ran ""buy"" elites no matter the party. They give zero F's about u average Po folk. Wake the fk people #eattherich",0
None,0
"Hello everyone, I'm glad to be part of the twitter media platform. I'm a minister of the gospel. Producer, on Television. Producer/Songwriter.",0
"Hello everyone, I'm glad to be part of the twitter media platform. I'm a minister of the gospel. Producer, on Television. Producer/Songwriter.",0
"Hello everyone, I'm glad to be part of the twitter media platform. I'm a minister of the gospel. Producer, on Television. Producer/Songwriter.",0
"2.7% H. neanderthalensis. Support ideas & policies, not parties or grouping. Trust science & evidence. Admire intelligence & knowledge. Respect nature.",0
Philosopher. Just an ordinary sort of chap really. Prog Rock and Dog lover.Aston Villa for my sins. Don't bother following.... I generally don't.,0
"Infectious disease MD (also CCM & EM)working on pandemic policy, emerging infections, preventing bioterror _URL_",0
"ICU/TP/coma + ONB cancer survivor. & SLE/sjogrens. also a musician. creative.  We use science to reach goals. it's not a steerer of ethics, that's our job.",0
citizenship with knowledge and passion,0
IDK,0
"Education, writing, media, activism, organizing @ _URL_ I make indy media without wide distribution Pls consider sharing, incl off of soc media",0
Mummy to Luna. Geography teacher. Vegan. She/her. :rainbow_flag::family_man_woman_girl::globe_showing_Europe-Africa::seedling:,0
None,0
"Jamaica's most trusted news source for 187 years. Where life unfolds. Follow for news, sports, business, lifestyle, entertainment and commentary.",0
None,0
"Arts, Psychology, 4W5, rainforest mind. There's no living with covid.",0
"Not pandemic & climate disaster negationist; anti-racist,anti-patriarchy,anti-ageist & fighting ableist eugenicism. SOLIDARITY with all BEINGS, not CAPITAL",0
"Ingegnere gestionale, Consulente di direzione, ICT Manager, Responsabile Organizzazione e Sistemi Informativi",0
None,0
":syringe::syringe::syringe: :prohibited:DM, #WritingCommunity #Heyoka , LabMed , Microb., Virol.,Parasitol. TUB, I hate hypocrites #COVIDisAirborne _URL_",0
"Fuck your unity,68,000 people die every year due to no or unaffordable healthcare.",0
None,0
REAL FUN. NEW - Monthly singles series via _URL_ He/Him.,0
@GlobeOpinion columnist/associate editor @BostonGlobe. Lover of mad scenes. Rockfordphile. Overzealous NY Mets fan. Occasionally seen & heard. She/her.,0
kicking assholes in the asshole,0
Mom of the best kids EVER :red_heart: I am a compassionate caring human. Strong believer of you reap what you sow. #GEMINI :Gemini:,0
*father *husband *Friend* Ambassador for bucked up:deer::up_arrow: Supplements*#:flexed_biceps_light_skin_tone: #*:United_States:* :elephant:#billsmafia :bison:#pelicans:basketball:,0
वैतागवाडी प्रशासन:trade_mark: | शेतकरी | मराठवाडा | लिखाण करता येत नाही | सर्वांबद्दल आदर | Photography | Politics Injures To Health,0
"In order to solve the climate crisis, we need to solve the democracy crisis. Al Gore",0
"Political junkie (GDI: 1 standard 4 all), curling/tennis nut, big on intellectual honesty, :Canada::rainbow_flag: Life's too short to cook without cream, bacon, or butter, ENTP",0
2 cats He/Him/Them/Captain,0
#WHO #PridePox,0
Live updates on the Monkeypox outbreak and case count around the world :globe_showing_Americas: Support us- _URL_,0
Live updates on the Monkeypox outbreak and case count around the world :globe_showing_Americas: Support us- _URL_,0
"ABBA's Child w/ UNALIENABLE rights, prof, crime victim/target, reporter opining/reporting/sharing as Father directed/Holy Spirit guided. Exposing Masons daily.",0
Chicago :backhand_index_pointing_right_medium-dark_skin_tone:Little Rock :backhand_index_pointing_right_medium-dark_skin_tone:Dallas : Two rules come in here an sit down … don't touch shid :hundred_points: I am the vibe :man_dancing_medium-dark_skin_tone:,0
"Seeking a lifetime of fun and frolick... Music makes me happy... Conflict is the essence of all drama... Don't drive it, hike it... University Circle & Blossom",0
"Marine MoM. 9ers, Warriors, Giants fan. Devoted yarnie. Lifelong Democrat. Supporting Ukraine. :Ukraine:",0
#RESIST #VOTEBLUE Firm believer that Dolt-45 should be in PRISON. Must do what we can to save the Republic!,0
None,0
Rather lose this argument instead of losing you.,0
"She, her. People, policy, politics and beer. Mostly beer. Left and inclusive. Constantly learning. PRO VAX. Nothing and no one associated.",0
Creative writer dabbling in Speculative Fiction/Urban Fantasy. Red Dwarf & Star Trek fan. Contributing writer for #CriticalMassMag. Allergic to Tories #GTTO,0
Free thinker,0
"Love Family, God, Country, Science, Food Flawed, Listening, Learning Slightly Left of Centre Likes/RTs doesn't mean agreement Views are my own",0
We are the NFT art team composed of the best in each field. The Earth is destroyed by zombies worldview end of content are innovative. url: _URL_,0
Remember Bergamo   :heart_suit:,0
Assistant Director of IPC for NHSE - Midlands Region.  #MidlandsIPC #MyIPCDay  Views are my own and not that of my employer.,0
The Ghost Of Kief:dashing_away::Jamaica:,0
"Twitch: bren10h. ""Dunk Time"" available on SC click the link below!!! OWB Productions/Entertainment",0
"Love Family, God, Country, Science, Food Flawed, Listening, Learning Slightly Left of Centre Likes/RTs doesn't mean agreement Views are my own",0
He/him. Sexual health & mental health advocate. Ga(y)mer. Movie addict. Booze and coffee lover. Sharing my own life experiences. All opinions are my own.,0
Competitive pancake flipper with a passion for green M&Ms and crying in the shower.,0
crescent fresh,0
None,0
NSFW :no_one_under_eighteen: • He/him/his • Brazilian currently living in Germany. Constantly disappointing people for not being who they want me to be.,0
"A lot of art, some series, some travel, whisky, wine, food and everything else that interests Me :sparkles: Hardly check DM's",0
"I BELIEVE IN HUMAN RIGHTS….. ONE COUNTRY, UNDER ONE FLAG.",0
"Mom of 4, skier, and nursing student",0
NSFW :no_one_under_eighteen: • He/him/his • Brazilian currently living in Germany. Constantly disappointing people for not being who they want me to be.,0
Orthodox Christian who loves smoking meat vegetables.,0
IG: monldn | London | #BlackLivesMatter #EndSars,0
None,0
"HIV doc, researcher, policy wonk, Jax/Choco's mom, Amy's wife, past PI AIDS Research Consortium of ATL, past chair, HIV Medicine Assn (@HIVMA) #HIVTwitter",0
IG: monldn | London | #BlackLivesMatter #EndSars,0
UAB Alum. Rocko's mom:dog_face:. :airplane:Engineer,0
None,0
Leftwing feminist rants about Paul McCartney's dog. Kāi Tahu. Kiritea. Cajun. Pākehā. Parent. Dork. Known Fat. She/her. Vibe: angry jokes & it's an archipelago.,0
"Morning Show Host/NewsTalk KZRG. Voice Over Actor, Brittany Owner, Racehorse Owner, Tropical Fish Keeper. Views Mine Only Modified Vegan.",0
"A immigrant who did it the right way . spoke English did the history test. payed my taxes, loves this country. I worry about the direction it is going.",0
None,0
#DeputySheriff #MAGA #TrumpWon #FJB #Patriot #AmericaFirst @donlee1971 on #TruthSocial #Conservative #ProLife :prohibited:No DM's:prohibited:. Will not answer!,0
Ultra short term futures day trader... 30+ years.,0
"Furry uncut dude. Folks call me Beer Can. Sober. Bulges, jocks, briefs, etc. Absolutely NSFW. Adults only. Avi by @dani2efes",0
None,0
This is my world...you just tweeting in it. Old and Tired. Classic cars make my loins flare.,0
I'm a shitposting smart meter created by a group of depressed engineers resurrected to fight transphobes,0
None,0
"Lucky to have wonderful wife,3 great sons #Hogs,Rodrigue/#Bluedog, #Pearljam #Foofighters #Broadbandforall #Arkansas. Traveler.Cynical observer *random retweets",0
I study how the brain makes up the mind He/Him,0
"buffy geek, proud wynonna geek E4L",0
"Don't be #FoxNews #PragerU stupid. Don't trust conservative news outlets. The Conservative, Republican & Rightwing platforms don't have much to offer so lie.",0
Texan by choice.,0
"1/2 my posts will bore you. The other 1/2 will offend you. Writer, science nerd, egalitarian & animal lover.:middle_finger_medium_skin_tone:SJWs  I ONLY support LGBT:rainbow_flag: candidates:U.S._Outlying_Islands:",0
None,0
Dom. Rep.,0
Dominicano,0
Infectious diseases physician. Ethicist. Educator. Stories @ NYT etc: _URL_,0
"Honey Badger don't give a shit. All I have in this world is my balls and my word, and I don't break 'em for no one.",0
"Natural born biotech stock trader/investor. Trained in RNAi.  Love great risk/rewards, incl:  AFMD, ADAP, NVAX, META, NFLX, PLTR + AFRM Not investment advice",0
Judicial Delegate for NY AD 36. Unapologetically Gay + Non-binary. :rainbow_flag: Organizer. ACT UP NY and Reclaim Pride Coalition member. They/He. Opinions are my own.,0
I am trans. I am gay. It's not a choice. It's a fact. Love and courage to my LGBTQ+ friends and family. He. Him. His.,0
None,0
Emergency Exit,0
"Current: @HealthNYGov Commissioner. Former: @FXBHarvard, @nycHealthy",0
º||||||º • House Moderna • Ω • cyber-techno geek,0
it's just twitter it ain't the UN. just here for the laughs and the bants. don't like what you see then refer to the smile :backhand_index_pointing_up:,0
"Pronouns: he/him/his. LGBTQ activist/consultant, politics/history/geo nerd, big sap. Good trouble. Press Secretary @Catholic4Choice (my views are mine alone).",0
visiting with my bf. Horny thick Latin bttm :Colombia: in the DMV. love big dick tops to tag me with my hung white daddy bf. 18 n older only VA LOVE interracial sex.,0
SPORT NEWS.  Sports Menace podcast and media journalist,0
Conservative Christian American who believes in the American Dream. Pro- life and believer in the right to Free Speech. Follow 4 Follow. :cross_mark: I BLOCK STUPID #MAGA,0
Photographer.,0
"There was once a very lovely, very frightened girl. She lived alone except for a nameless cat (Breakfast at Tiffany's)",0
America First !! Arrest entire Obama Regime !!!,0
"Retired U.S. ARMY(C/A),RETIRED CO, & a HARLEY RIDER",0
None,0
"Science reporter covering Covid, monkeypox, HIV, climate | Battling cancer | Contributor: @NYTimes @NBCNews @Guardian @TRF_Stories Also: @TheNation @TheAtlantic",0
