user description,class
"Space and EV supporter, Flying barefoot, Sailing, and Crypto believer",1
Today's society has become so fake that the truth is offensive. Yeah I'm back ass holes,1
The LORD is Good #Audit2020,1
None,1
None,1
Father husband keen amatuer photographer nature lover gym goer (when there's no lockdown),1
The coolest site for empowerment and expression on the internet!,1
None,1
None,1
None,1
"I am the man for the job. Red pill taker, Freedom Seeker, Small Cap #AMC ape. Movie Watcher.",1
None,1
"Music degree,aerospace security specialist",1
"Patriot American, anti v6a6x6, anti NWO, meme king, PUREBLOOD = 5G kills, 49ers fan, music, philosophy, Yahuah thru Yahusha Ha Mashiach in Ruach HaQodesh on GAB",1
None,1
"( -_-)︻デ═一:collision: I'm jealous of my parents, I'll never be able to have a kid as cool as me!凸( •̀_•́ )凸 Twitch Affiliate! #APENATION #STONKS #CRYPTO",1
"Just a guy who thinks the truth about the financial markets and politics, is the opposite of what we're told.",1
None,1
None,1
"Private Citz; There are things that: - 1. I know I know, 2. I don't know if I know, 3. I know I don't know, and 4. I don't know if I don't know.",1
Journal of 9/11 Studies _URL_ Dig Within. _URL_ Another Nineteen _URL_,1
None,1
None,1
"No Lockdowns, No Border Closures, No mandates. Anti Leftist, Despise Health Bureaucrats.",1
Owner:The Health & Fitness Center *Nutrition Lifestyle Pro* #BrainHealth #Omega3 #DiseasePrevention #Biomechanic #Alzheimers #PatriotCitizen #ATBMPScience,1
"Software Engineer & Web Developer, expressive on his views on various topics, Christian, full bio: _URL_",1
"Retired and tired of the BS. Conservative, 2A and free speech supporter #USARMY #Veteran #PUREBLOOD #DONOTCOMPLY #UltraMAGA #TrojanWarriors :prohibited:Bitcoin",1
"Family! country! gardener, writer, artist, investor. (my pic) Neither Dem nor Rep. FRÉDÉRIC BASTIAT You want to inject what into my body? oledi45 going to GETTR",1
None,1
"do NOT DM me... I do not respond, unless we have been friends for some time!!!!!!!!!!",1
Commies Marxists Socialists all types DISGUST ME the fake ones CHAMPAGNE SOCIALISTS CELEBRITIES SHOULD ENTERTAIN NOT CAMPAIGN I FART ON JACK DORCEY's BEARD!!!,1
"#amc #gme #hymc sharing a little dd with a touch of add. To the moon baby!   Expensive Brands, Discount Prices",1
"Casey Littlejohn, Republican Candidate for Texas State Representative, District 109. Facebook: Littlejohn for TEXAS.",1
"Busy mum, always time for a smile, no time for ignorance. Do something fun and don't believe everything you are told :smiling_face_with_smiling_eyes: freedom of choice not anti vax.",1
"Credit, equities, crequities. TMT, HC, generalist deathtraps. Skeletor dot capital at gmail. #tongs, Liberty, #quintplay. No active positions discussed.",1
"Phillies fan, baseball fan, accountant, and wantrepreneur. Also tweet about Shark Tank, The Profit, sports, business, politics, and other stuff.",1
For open and honest truths about things find me on _URL_ at @freedommikeg1776 Truth Social where you can speak freely without getting ban,1
the Jenna Marbles of Gay Pornogrpahy,1
scientist; historian; prokoptôn,1
"Wife, Mother, Grandmother, Polaris RZR Off Road, Mountain Life:mountain:, Lake Life:speedboat:. Fishing Life:fishing_pole: God is King:red_heart:Donald Trump is my President. #FJB :tangerine::tangerine::tangerine::tangerine:",1
"Concerned American :United_States: Gay Conservative & I Know What A Woman Is, I Also Know NO ONE Should Do Any Gender Reassignment Until An Adult, Lawyer, :red_heart::United_States:, :prohibited:DM's!",1
AMERICA FIRST :United_States:,1
Retired.  Southern.  Conservative.  Cancer Survivor.  Violent Crime Survivor. President Trump Supporter. :heart_suit::United_States: God Bless America :United_States::heart_suit:,1
"There is always room for 2, Conservative, pro life, US Army veteran, pro America first, displaced southern boy in the northern state missing Florida!",1
Foundation Ministries finds its purpose in helping Pastors and the local church by equipping Christians to take their place in the Body of Christ and society.,1
#maga Trump,1
Game On.,1
Retired .On social security. Trying to survive.,1
#Christian :latin_cross: #ProLife :United_States: #AmericaFirst :United_States: #MAGA :United_States: Gab: Neesie@Neesiegabs :United_States: TruthSocial: Neesie@Neesie :United_States:,1
"#MAGA,:U.S._Outlying_Islands:#TRUMP WON:United_States::footprints:#PRO-LIFE:footprints:",1
welcome to the most reliable news site. stay tuned. But dont because I really have no idea why i even have a Twitter account. I'll most likely get banned here.,1
i can't spell. influencer for @bostonmarket. views are my own.,1
Veteran United States Coast Guard; Electrical Engineering; Consumer Electronics Support; Computer Science; RCA Mgr; Microsoft Technician; Texas Rancher,1
"100% REPUBLICAN AND LOVE AMERICAS GREATEST PRESIDENT EVER DONALD TRUMP :United_States:SUPPORT OUR CONSTITUTION,LOVE OUR COUNTRY. KEEP AMERICAN BORDERS CLOSED. :prohibited:DM",1
Mostly just incoherent thoughts,1
"Retired Family Service Exec.Director, psychotherapist, author (pub. below), marketing mgr., 1969 GS-13 NIMH rating, Who's Who Worldwide, Explorer,age85.",1
JULY 4 1946,1
"Host of the ""Mike Safo"" podcast... Yankees, Kentucky, and Knicks fanatic! World Traveler, Obsessive Reader, Married to the coolest girl in the game @jewel__lia",1
"Everything Woke Turns to Shit. (Trump) Patriot :U.S._Outlying_Islands: #Trump2024 :U.S._Outlying_Islands: #MAGA :U.S._Outlying_Islands:. 1A, 2A. :U.S._Outlying_Islands: NO Jab :United_States: Pure Blood :U.S._Outlying_Islands: Pronouns: Fuck/You. IFBAP /NO DM's.!!",1
"I write about religion for @NYTMetro. Once in Cairo, now in NYC. Khawaga-at-large. @OPCofAmerica board. Mural above by @Ganzeer. liam.stack@nytimes.com",1
"Patriot,Vet,tongue in cheek humor,play with words,indie voter,love nature,hate fakers.too young to be this old.If the truth hurts:middle_finger:U equal opportunity asshole!",1
Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,1
Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,1
"Socially Distant Jungle/DnB DJ, Sapiosexual #BLM #AlwaysWasAlwaysWillBe #LoveIsLove :transgender_flag: :rainbow_flag: Only the meek get pinched, the bold survive. FTP.",1
Human from earth,1
333,1
"Socially Distant Jungle/DnB DJ, Sapiosexual #BLM #AlwaysWasAlwaysWillBe #LoveIsLove :transgender_flag: :rainbow_flag: Only the meek get pinched, the bold survive. FTP.",1
333,1
333,1
None,1
333,1
West Coast - Best Coast Voting CONservative has CONsequences,1
"Second Class Canadian Citizen :Canada: Lover of freedom, aiming to bring light to these dark times through truth and unwavering morality. Father & Husband",1
"Love science, nature, photography, archaeology, and spirituality. As a person thinketh, so in their heart are they:butterfly: :lady_beetle: :scorpion: :globe_showing_Asia-Australia: :sun_with_face: :first_quarter_moon_face: :tiger_face:",1
Freedom and Expression Counts! Pure is Best!,1
None,1
333,1
None,1
I'm a pissed off millennial talking about Climate Change and reducing Carbon Emissions in Cloud and IT! :recycling_symbol::cloud: Podcast: _URL_,1
tarot reader. ruled by saturn.,1
None,1
Proponent of traditional values and small government. Purveyor of harsh and uncomfortable truths that leftists don't want to hear.,1
Dynamically Disabled Autistic Narcoleptic.  Jewelry Making Instagram: @songbird_custom_jewelry Cash app is $SparrowLikeTheBird She/they bc fuck transphobia,1
None,1
Northeastern Graduate with honors,1
"No DM. No Porn. No lists. Catholic. Where law ends, tyranny begins. Jesus is my LORD and my God. Rosary. US Army 62-68.",1
I am a thumb who wears a hat. In the Air Tonight 3:40,1
Freedom and Expression Counts! Pure is Best!,1
@AJWasRight - Posts all INFOWARS Articles - @introwars _URL_ _URL_ / _URL_ _URL_ (Not @RealAlexJones),1
None,1
None,1
Northeastern Graduate with honors,1
Family office investment analyst with a prospective ETF in the works.,1
"Realistically Conservative. Veteran, BBA , Uderstands the 100 year Marathon. Anti CLIMATE control. Love Trains. Pro Life. MAGA. Evaluate. Trump2024. No Rhinos.",1
None,1
None,1
"Founder and CEO, Science Defined and Founder, Scientists for Health Freedom. Scientist displaced via COVID jab mandate. Christ is Lord. On GETTR @MikeDonio",1
None,1
"Retired firefighter/paramedic IAFF(Ret'd), exercise is key to good mental health, workout addict, self def instructor, camaro owner #TrudeauWorstPMEver :syringe::syringe::prohibited:",1
None,1
":United_States: Pro-Life :baby_medium-light_skin_tone: before SCOTUS made it cool! :two_hearts:Christ Follower:folded_hands_light_skin_tone: • Digital Creator :laptop:• Grateful, Blessed Mom of a Fiercely Strong Female :latin_cross: :volleyball::heart_suit:• ULTRA:United_States:",1
"Liberty Warrior and Author of ""The Universal Individual Rights Project"" ( The Book is at Amazon ). A Worldwide Freedom Movement.",1
FOAD,1
cuntism @itsfinest,1
"""The future you deserve, is the future that you serve."" - Neuroticfish I will not comply. Non GMO:prohibited::syringe: INTP-t",1
"Fiercely Independent Truth Seeker and Defender of Freedom, Native Texan Imprisoned in California",1
"Florida native, California transplant. Average guy living the American Dream. Recently locked out of my old account: @800Conspiracy",1
The Federal government today acts more like it was founded on the Communist Manifesto rather than the US Constitution.,1
"American :United_States: Patriot. The devil whispered, ""you cannot withstand the storm."" I whispered back, ""I am a child of God, a woman of faith. I am the storm.""",1
Retired Intellectual Property Attorney,1
Still digesting 2020 and all its ramifications.I'm on Twitter to help amplify the voice of everyday people fighting against forced infection with SARS.,1
"silversmith, cyberspace memetics purveyor, music enjoyer, entheogenic inspiration, herbalism, mycology, freediving and SCUBA",1
lurking in the shadows Gab: @DuppyWarrior,1
Local Communista in capitalism detox. #M4A #30HRWorkWeek #4DayWorkWeek #UBI #ZeroCOVID #N95 #LandBack #AntiImperialist Perspectives/info shared. They/We/Ours,1
Retired but still active,1
None,1
Army Veteran  Leeds United Fan No DMs  GETTR @natty1976,1
Graphic Designer. Anime lover. Japan enthusiast. 1987.,1
"family-loving, knitting ninja nana that's politically-interested, super-savvy and smarter than she lets on, Iowa Mom",1
"A nobody from nowhere important. Spare me from climate deniers, bigots, racists, RWNJs, anti-vaxxers etc",1
"I'm here for news, politics, debate, funny memes, travel stories, random interesting facts, and animal videos. Former New Yorker, now a proud Arizonan.",1
Former Congresswoman & 2008 Presidential Nominee for the Green Party.,1
"Socialism is a philosophy of failure, the creed of ignorance, and the gospel of envy. It's inherent virtue is the equal sharing of misery. Winston Churchill",1
Database vet w/ interest in Data Science/Neural nets/forecasting. U of Chicago/Sun Microsystems alumni. _URL_,1
"US Army veteran, teacher, writer #abolishNATO #defundtheUN #documentaryfilm #geopolitics @rushtheband #BRI #transhumanism #antinikol I stand with Artsakh.",1
"starting my 4th or 5th account, disabled Iraq Veteran fighting for Oregon and America catch me on gettr. LGBFJB @jiffyboss #PureBlood #UltraMaga #2000Mules",1
I've been reborn,1
Organic Gardening & Permaculture plus Cryptocurrency from the heart of Pittsburgh.,1
Christian. Mom. Daughter. Sister. Friend #MAGA Trump won! No DM's. I don't care about your pronouns. #AbortionIsMurder #TossVos :tangerine: NO TRAINS,1
None,1
None,1
"Lock down sceptic Genesis fan (the band not the Bible book!) ""No"" to any mandatory vaccine",1
"Liberty Warrior and Author of ""The Universal Individual Rights Project"" ( The Book is at Amazon ). A Worldwide Freedom Movement.",1
None,1
None,1
"I love my country, I just don't like where it's going. Adelante, nunca hacia atrás. #TRUMP2SaveAMERICA #AhhBreakfast I'm not begging for followers. #Trump2024",1
"I am an end times prophet of JESUS CHRIST, a father, chemical engineer & preacher of The Word Of Yahweh! Zero Fights & You're Out Because of King Jesus Christ!!",1
Hockey fan and Aviation Finance professional. Just be a nice human being and we will get along well.,1
None,1
None,1
None,1
Retired,1
"Retweeting the Patriots, opposing the Demunist Commiecrats. If you end your profile with he/him, she/her, or even worse, they/their or xe/xer/xim, you're dumb!",1
"PUREBLOOD, Dog Lover....NO DM's",1
Christian mom. US immigrant at age 11. English is my 2nd language. Former attorney and healthcare worker. Of African descent.,1
#CovidIsNotOver #MonkeypoxIsAirborneToo #Ukraine #WokeAF #KlondikePapers #MMIW #BLM #VastRWConspiracy #MassGraves #ClimateActionNow,1
"Medical journalist; science editor for @POZmagazine/@Hepatitismag/@CancerHealthmag; Bay Area Reporter (@eBARnews), @aidsmap/@infohep; research beagle adopter",1
"As seen in Liberty decades ago, the initials stand for ""Timothy Wirkman Virkkala."" _URL_ / @wirkman (Gab & Flote)",1
A blogger said it so it must be true.,1
HOU*DAT,1
Comes to a point where u understand life goes on and time waits for no man....#Titans #NBA #Penguins #Pitt #Pirates sports fanatic let's buss it up,1
"Catholic, conservative, pronoun mocker. The Red Ensign is the flag Canada fought under in WWII. Considered a hate symbol by Justin Trudeau's government.",1
Trump endangers us all. Neutralize him. Indict him -any other ideas? No ideas off _URL_ do your job-We failed to stop Hitler. Stop Trump B4 too late.,1
I like magic... FGO NA Friend Code: 643607622,1
No jaw line = opinion disregarded,1
Creator of 1.4MM Member Grass Roots Political Action Group & Host of Political Talk Radio Show Speak Out America Now with Peter J. Dawson.,1
"As a seasoned traveler, I think of myself as an unofficial ambassador for the world. my Twitter address isn't misspelled. Correct spelling already taken.",1
Genealogist and History researcher. Historical detective. Interests in DNA analysis. Early New York City history. Eastern European Immigration .,1
":hundred_points:Patriot.   God ALWAYS first, then country & my gun. Card carrying Ultra MAGA Gang member! Pro-life! SC-but Lindsey Graham is not my fault! No DMs. IFBAP",1
Doctor of Chiropractic and Warrior Dad,1
Anti-anti-information,1
Retired First Vice President of an international investment brokerage firm.,1
"A Dumbass, Equal Opportunity Offender. Take a Number. NO TRAINS. ButchOred on TruthSocial... I BLOCK STUPID.",1
まったく、小学生は最高だぜ！,1
Trump endangers us all. Neutralize him. Indict him -any other ideas? No ideas off _URL_ do your job-We failed to stop Hitler. Stop Trump B4 too late.,1
"Liberty Warrior and Author of ""The Universal Individual Rights Project"" ( The Book is at Amazon ). A Worldwide Freedom Movement.",1
Seahawks and Ducks fan. US Navy veteran. Father of the best 15 year old girl. Given myself to God. Champions Centre is my home.,1
Retired First Vice President of an international investment brokerage firm.,1
"Please join me in the 21st century. It's the guns, and the GOP. #GunControlNow",1
Creator of 1.4MM Member Grass Roots Political Action Group & Host of Political Talk Radio Show Speak Out America Now with Peter J. Dawson.,1
"Fighting for our rights and freedom, not anti vaxer just anti-neurotoxin",1
"Crypto investor, News Junkie, Veteran, Dad, Die hard KC Chiefs and Royals fan",1
"Is It Real News? Only The Media Knows For Sure. ""The only thing necessary for the triumph of evil is for good men to do nothing."" ― Edmund Burke",1
Class-A licensed semi-truck driver since 1999. Retired Bitcoin investor. Philosopher & Great Thinker of our time. A firm believer in curative powers of peppers.,1
Homelessness in Ireland. WHY?,1
Twitter is for Twits.,1
president of the reply guy workers Union,1
None,1
mother.,1
"Taking names and looking for answers. Christian with a :latin_cross: worldview. It all makes sense. ""Come now, and let us reason together"" :star_of_David:",1
I use this for the format :smiling_face:,1
Happily Married :ring: :prohibited: DMs IFBAP FJ:honeybee:,1
"Ego sum, qui sum. - Ja sam koji jesam",1
:United_States::United_States::United_States:President Trump :United_States::United_States::United_States::folded_hands::folded_hands:Love our country love our patriots love President Trump! Family I love being a grandmother!,1
"Cranky old fart, but I do love my dogs. And anyone else who agrees with me.",1
Former USN still trying life's niches,1
"I love my country, I just don't like where it's going. Adelante, nunca hacia atrás. #TRUMP2SaveAMERICA #AhhBreakfast I'm not begging for followers. #Trump2024",1
"Rated :circled_M::beaming_face_with_smiling_eyes:I :purple_heart: HEX, I :red_heart: RH, but not a RHmaxi, you dig? Pulsechain is going to make history, PulseX will make me able to create for you. Will Shill for Crypto",1
None,1
None,1
Beaverton Oregon. love the lakers and the ducks and Chicago bears and most of all God....,1
"Trying to live as self sufficiently as we can. God, Family and Country. Growing and building things. Protecting the things we love.",1
Private Detective / Body Guard / Armed Private Security / Cyber Computer Security Implementation & Investigation Specialist,1
None,1
"Ph.D Scientist, writer, wife, mother. She/her If you are anti-science = auto blocked on 1st reply. Life is too short to deal with those who refuse to think.",1
Gay immigrant with a mind of my own.,1
None,1
My cross is in my flag.,1
"Host of The KMG Show, Monday-Friday 4 pm PT. _URL_ I am the last true Canadian you'll ever know PayPal kevin_grace@hotmail.com",1
#1776 Pronouns kiss my ass,1
None,1
"GAB: Same handle TS Gettr  Parler: (on but not often) No lists Please no DM's unless I know you personally, thx!",1
"I am the author of 31 novels, including 21 in the Detective Napoli series.",1
:middle_finger::backhand_index_pointing_right::syringe: I'm a Mattarchist - I rule:black_flag: Provide Updates on Dystopian Habbenings - Support New Media - Natural Health Enthusiast - Here to Talk Smack to Lizard ppl:snake:,1
":Canada: Former prairie girl, now an :desert_island:girl. West Coast is the Best Coast:winking_face:. Fighting to protect old growth, ecosystems and wildlife #savecablebay RDN/Nanaimo:herb::evergreen_tree::owl:",1
Conservative dude. Liberals are mentally ill. No jabs. No masks. No pronouns. No bitcoin.,1
#TrudeauNationalDisgrace #TrudeauWorstPMEver #TrudeauMustGoNow #Pierre4PM NO DMs *Conspiracy theories are simply spoiler alerts*,1
None,1
God,1
I do LoRaWAN & RF IoT. Pups & Tacoma Overlanding.  Financial services CISO and Linux geek.  MITRE ATT&CK MAD. CRISC. CDPSE. #Cybernetics,1
None,1
None,1
Android & RPi. House of Pfizer :syringe:. Linux on the desktop forever! Turn off ur AutoCorrect. Foodzilla. RT=E. Oh bother. Poo drew on Pigleg (below),1
The World Socialist Web Site is a daily source of news and analysis published by the International Committee of the Fourth International. #socialism,1
Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,1
Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,1
Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,1
Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,1
"Commercial Photographer : Photo Journalist : CSMedia : Music & New Media Prod : Former Snr University Lecturer : Comex Houlder Diving : xMilitary : MA, PGCHE",1
"Pro-Life, Anti-LGBT, Anti-Democrat, Anti-Covid Vaccine, Anti-BLM, Anti-Antifa, Anti-Anarchy",1
Future is Here. #Covid19 #GeoPolitics #Asia #EU #GlobalEnergy #EconomicGeography #BusinessIntelligence #Dyslexia @yritysvastuu21 @senseofesg,1
Patriot digital warrior Trump Won,1
"Liberty Warrior and Author of ""The Universal Individual Rights Project"" ( The Book is at Amazon ). A Worldwide Freedom Movement.",1
#Musician #Dancer #SongWriter #Producer #VideoProducer #AudioProducer #AudioPerplex #TeamSerpentine #Error404,1
None,1
"Animal & countryside lover, free thinker, been awake forever. B r i t i s hP a t r i o t in a former life :smiling_face_with_hearts:",1
"Retired and spending my days hunting, fishing, gardening and spending time with my grandkids! I'm a Coast Guard veteran. Believe in God, Family and owning guns!",1
None,1
_URL_ _URL_ _URL_ _URL_ naturalnews .com _URL_ _URL_ _URL_,1
PATRIOT :United_States::eagle: AMERICAN :United_States:,1
"dj again after 20yrs, love playing #deephouse #afrohouse #nudisco. connect on telegram for exclusive music _URL_",1
I am not Billie Eilish,1
None,1
":U.S._Outlying_Islands: voted for fjb, never again. 35, PNW, Mama, latina. USMC drop out. Forever a hippie :dove: #dontdodrugs. last profile was deleted for telling THE TRUTH",1
War against evil! Ambassador One of One L.A.W. Land Air Water GOD Knows me Dutch and English posts Sharing is caring,1
"心向大道 身属洪流 (一个文化意义上的现代中国人) If there is next life, I still want to be Chinese",1
Phil Green - Clinical Hypnotherapist (Retired) In search of answers. Questioning everything as everyone should!,1
"Animal & countryside lover, free thinker, been awake forever. B r i t i s hP a t r i o t in a former life :smiling_face_with_hearts:",1
Married to a Kiwi - 3 boys- support West Ham and Ipswich Town- Ex Forex Broker- Don't want Covid Vax thanks :rolling_on_the_floor_laughing: Gold and Silver bullion :smiling_face_with_sunglasses: Anti MRNA gene BS -:face_savoring_food:,1
"Double vaccinated antivaxxer :grinning_squinting_face: I love stars, planets and pretty flowers :bouquet:",1
None,1
"Anything to do with un-screwing up the planet, human performance & nutrition, humour, Liverpool FC and challenging the status quo.",1
Glory Glory Man United !,1
"Texas HOLDEM - Crypto HODLEM -  Life is a game of probabilities. - Once you compromise your privacy, you sacrifice your liberty and your sovereignty.",1
"Vaccinated news junkie.Truthsayer. Freedom fighter in the hermit kingdom. Won't join extremist views, left or right. Views expressed are opinion and all my own.",1
Against One World Governance.Against Marxist Indoctrination of the young.Against Big Tech Anti Conservative Algorithms.GoWoke=GoBroke Global Gov=Global Tyranny,1
"Company Director, Investigator, Author. Experienced: adult training, construction, mining, primary production, environment. Married, with children.",1
"Politics, but not limited to politics. Parody, but not limited to parody. Fake, but not necessarily always fake. Woke by force.:skull_and_crossbones::skull::ghost::alien:",1
"Stand up firmly for justice,as a witness to God,even as against yourselves or your parents or your kin,and whether it be against rich or poor.Surah 4:135",1
Cloud watcher. Erstwhile Succubus. Adhd. Survivor; Exhausted Flesh n Bone :growing_heart::purple_heart::blue_heart:  Pasta is my love language :spaghetti: Marshmallows @whiskandspoonnz not here,1
"The rich control the government, the media, the law.",1
"Natural Law theorist and philosopher| Host of The ""Outside Thinking"" podcast| Author of ""The Process""| Writer of the ""The Process"" Newsletter| Link in bio.",1
Creative Out-of-theBox Owner@ #GraffitiSorted #DeMystifyingCrypto,1
"User Interface Designer | Software Developer | UE5 | C++ | C# | 3D Approximately how far could I throw a scientist? (Pronouns: thee, thou, thy)",1
None,1
Bella is my Malltese Puppy she is extremely bright and always Happy,1
Just a Westcountry maid trying to make sense of an increasingly evil world. Mum to 3 gorgeous fur kids and 2 humans. Very happily married. No DMs please,1
nor/mal (rf),1
snoop,1
"Natural born biotech stock trader/investor. Trained in RNAi.  Love great risk/rewards, incl:  AFMD, ADAP, NVAX, META, NFLX, PLTR + AFRM Not investment advice",1
"All American Republican mom and grandma. Boston born and raised. Still believe in morals ethics and America! Eat meat, fire guns, don't bow down to tyranny!",1
fuck twitter and to the twitter employees who keep spying on me you should be fired you suck at your job,1
:Ireland: Celtic season ticket holder. Bonkers / Scooter enthusiast.,1
I block trolls and racists. Also #COVID19 deniers & anti vaxxers. I don't respond to DMs.,1
"All American Republican mom and grandma. Boston born and raised. Still believe in morals ethics and America! Eat meat, fire guns, don't bow down to tyranny!",1
I block trolls and racists. Also #COVID19 deniers & anti vaxxers. I don't respond to DMs.,1
If you can read this... Send beer!,1
"She/Her :rainbow_flag:BLM :transgender_flag: Ally :Ukraine:Resist ""And the day came when the risk to remain tight in a bud was more painful than the risk it took to blossom."" -Anais Nin",1
"{{{I'm Going to Do It}}} Writist, Artician, Musicer, & ""honorable business person"". :Taurus::transgender_symbol::eight-spoked_asterisk::wheel_of_dharma::yin_yang: ˢᵗᵃᵗᵉ ˢᵒᶜᶦᵃˡᶦˢᵗ☭ ᵒʳ ᶜᵒᵘⁿᶜᶦˡ ᶜᵒᵐᵐᵘⁿᶦˢᵗ:gear:, ᵇᵘᵗ ᵃⁿᵗᶦ⁻ⁿᵃᵗᶦᵒⁿᵃˡᶦˢᵗ",1
i wear heels longer than your d****,1
Twitter is not real life and is not public opinion! Some debates I just wind up and watch people become TRIGGERED. Airbus driver. Views are mine alone.,1
#Personal opinions #Crypto #Stocks trading ideas - not financial advice.,1
#Personal opinions #Crypto #Stocks trading ideas - not financial advice.,1
Official Bill Gates Fan Club (Good Club). Bill Gates will deliver a more safe and sterile NWO. Brought to you by mRNA$ :dna::syringe::globe_showing_Europe-Africa::rainbow::United_Nations:,1
"Londoner, former journo, current comms pro. @nzgreens party member:green_heart::green_heart:. @qpr :white_heart::blue_heart: and @cricketingbears :bear: fan. 0.5 of Zeropercenters on Insta. :India::New_Zealand::United_Kingdom:",1
"cat dad, coffee addict, partnered :rainbow: (he/him) :Capricorn: some posts may be NSFW. opinions my own.",1
:United_Kingdom:,1
"cat dad, coffee addict, partnered :rainbow: (he/him) :Capricorn: some posts may be NSFW. opinions my own.",1
None,1
Multiple S curves will make the roaring 20's a certainty. A unique opportunity to make 10's of millions :money_bag:. Engines are lit ... to the moon!:rocket:,1
:Scorpio: Vers bttm societal policy nerd smarts and street cred. multitalented God loving fag test your mother don't test me...Brooklyn born Jersey breed Southern feed,1
"Political & historical analyst; political campaign manager; Teacher, environmentalist & crypto enthusiast. I ride the rails to earn my keep & pay my bills.",1
Organisor of No Limits Business Networking Group/Artist promotions/unique SAHerbs/retired Auditor,1
"Live by the maxim Justum Perficito Nihil Timeto - 'Do right, fear nothing'. Anti-woke and wide awake.",1
Veteran. Globalism=Yours! WEF must be purged from all offices of power. Davos = Deathos,1
Normal. Openly straight. Back after a 2 year twitter hiatus. Ex-forces. Muay Thai fan.,1
"I FOLLOW BACK BABY! German Philosopher (academic, not self-declared). Geopolitics enthusiast. _URL_",1
I can't carry it for you… but I can carry you,1
"Unmuzzled, unmasked, unvaccinated, unafraid. Trump Won. III% Patriot",1
"Quick, digestable trading insights for the time-crunched trader on the go from a 35 year Hedge Fund Trader and 28 year CME Vet. Sign up for Free _URL_",1
Skidoosh!!,1
How to win in life: Eat real food - diseases disappear; Get sunshine - anxiety disappears; Start exercising - muscles reappear; Sleep well - energy reappears,1
How to win in life: Eat real food - diseases disappear; Get sunshine - anxiety disappears; Start exercising - muscles reappear; Sleep well - energy reappears,1
How to win in life: Eat real food - diseases disappear; Get sunshine - anxiety disappears; Start exercising - muscles reappear; Sleep well - energy reappears,1
How to win in life: Eat real food - diseases disappear; Get sunshine - anxiety disappears; Start exercising - muscles reappear; Sleep well - energy reappears,1
How to win in life: Eat real food - diseases disappear; Get sunshine - anxiety disappears; Start exercising - muscles reappear; Sleep well - energy reappears,1
"Anarchist fighting against WEF world tyranny. We have an inalienable right to travel & live wherever we want, so no paranoid racists thanks",1
How to win in life: Eat real food - diseases disappear; Get sunshine - anxiety disappears; Start exercising - muscles reappear; Sleep well - energy reappears,1
"Humanist & Atheist. #NoVaccinePassports, Vegan _URL_",1
"WORKED FOR N.Y.S. DIVISION FOR YOUTH( YDC I ) , ALL STATE FACALITIES IN MANHATTAN AND THE BRONX 1979 THRU 1980'S",1
"Award-winning Vegas Handicapper, Swing Trader, Political Odds connoisseur. Lover of intelligent honest debate of ideas.",1
"Big racing fan. Nascar & IndyCar. NFL, MLB, NCAAF.",1
None,1
"CLOSE THE BORDER:red_exclamation_mark:PROUD Conservative, if ya don't believe in God, move on. TEXAS YES SUCCEED:red_exclamation_mark: Military Families ROCK:red_exclamation_mark:",1
Georgian by birth...BULLDAWG by the Grace of GOD. PATRIOT :U.S._Outlying_Islands:  PUREBLOOD...2nd amendment. Masonry contractor 49 yrs.ALL LIVES _URL_ DMs.ULTRA MAGA:U.S._Outlying_Islands::U.S._Outlying_Islands:,1
None,1
"Awake, not woke. Anti lockdown, anti restrictions, not anti vax, but against discriminatory vaccine passports. Pronouns (fuck/off).   IG: dpullen97 :camera_with_flash:",1
- Free Speech is a Right - Identity Politics is Cancer - - Constitutional Monarchist - Trade Unionist - Old Left - British Empire Was a Net Good,1
:New_Zealand::Scotland::South_Africa: Wife. Mummy. Aroreretini. Vaccinator. Pro-Science. ALL THE SPORTS.,1
#EdAtTheMovies:popcorn:@EdFlix61 #RedV | Horsing around:beaming_face_with_smiling_eyes: | Satire:smirking_face: | Anti Left | Proudly Unpoisoned :prohibited::syringe: Day 507,1
"first account was taken down with the loss of 24,000 tweets and loss of over 1600 followers because I refuse to stick to the narrative. just sayin",1
None,1
"Interested in World Politics, NZ, Health; staying connected with whats happening in the world. #pol #NZ #She",1
None,1
None,1
"Christian wife married 50 years, mother, grandmother. Deplorable MAGA Patriot from NH. Never masked or jabbed! Artist, animal lover and mousaholic. :United_States::folded_hands_light_skin_tone::artist_palette::poodle:",1
#shallnotbeinfringed #donotcomply #patriot #AR15 #jesusistheway #taxationistheft #GodGunsBible,1
Documenting GC fuck ups | Account run by @Britishgori |:flushed_face: she / her :flushed_face:| #LWithTheT | Mocks the pathetic | Supports women & cis women,1
None,1
None,1
Clinical psychologist since 20 years. Wishing to inform and to be informed about truth and fact Our freedom is our birthright We need to unite for a good future,1
None,1
