number,created_at,text,source,user is verified,user has url,user has alt account,user description,user created at,account_age_months,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,engagement,user location,binary_class,ternary_class
1583,7/9/22 7:57,"@VicAusMidwife I'm not willing to send my children to school. The new variant is too infectious, there aren't masks and ATAGI has denied full vaccination to 12-15 year olds. These facts as well as monkeypox…..…for me it'll #NoTerm3.",Twitter for iPad,0,0,0,Still digesting 2020 and all its ramifications.I'm on Twitter to help amplify the voice of everyday people fighting against forced infection with SARS.,3/15/20 15:08,27,5,1,18,0,4453,4187,26076,7,0.538962497,Sydney,0,9
1589,7/9/22 7:57,@nzherald A bit of editing wouldn't go astray @nzherald  Whilst monkeypox may make you weary I don't believe that is what he meant. Weary / wary,Twitter for iPad,0,0,0,People don't always remember what you said. They do remember how you made them feel.,1/30/21 0:29,17,0,1,2,0,172,370,4040,1,1.744186047,None,0,9
1590,7/9/22 7:57,@dairymanNZ @DylanReeve @kiwi_kali I think cow pox might be protective against monkey pox :thinking_face:,Twitter for Android,0,0,0,Paekākāriki gay. Trans rights. My best haircut was when I was 5. She/her. Mature :woman_scientist_medium-light_skin_tone::microscope::dna: student. Shill for big literature,7/24/07 12:17,179,0,1,0,0,854,598,21197,0,0.117096019,Kathmandu. Wellington.,0,9
1592,7/9/22 7:58,Now that we have a #Monkeypox case in New Zealand let's not jump on the gay stigma like with AIDS in the 80's any form of extreme close contact can pass it on. Don't be dicks.  #MonkeypoxNZ,Twitter Web App,0,1,0,"Sarcastic, Curious, Highly Opinionated, Sometimes needs to shut up. Find Me On Mastadon (Cross-Posts will appear here)",11/12/13 9:57,103,1,0,3,0,816,2020,14876,24,0.490196078,Earth,0,9
1593,7/9/22 7:58,Imagine a Covid x Monkeypox join slay :loudly_crying_face:,Twitter for iPhone,0,0,0,He/Him | Hopelessly anxious | Gay leftist that likes muscle | 18+ | Thot public servant | cashapp: $barbariandave93,4/22/18 20:36,50,0,1,9,0,24956,1342,14256,35,0.040070524,"Los Angeles, CA",0,9
1595,7/9/22 7:59,"@Te_Taipo Monkeypox is like ""hold my beer"" to covid. What's next, covid and monkeypox coming together to wreak havoc on the world?",Twitter for Android,0,0,0,Just me and my wonderful son! PRO-CHOICE. Abortion rights are human rights. Green party supporter. Demiromantic demisexual. NO TERFS :woman_gesturing_NO:. She/her. HoH,4/19/11 9:59,134,0,1,2,0,417,503,21555,2,0.71942446,"Hastings, New Zealand",0,9
1604,7/9/22 8:01,@TesqGroyper @nypost I know how you got monkeypox,Twitter for iPhone,0,0,0,Catholic Anime Traditionalist,5/2/22 11:50,2,0,0,1,0,345,550,4867,0,0.289855072,None,0,9
1611,7/9/22 8:02,"Well, if you do not fight, your winning chances are slim.  The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,0,0,0,":face_with_medical_mask::syringe:⁴:rainbow:  Ring around the rosie. Pocket full of posies. Ashes, ashes. We all fall down. *stuck in NL:Yemen: *may contain traces of bitterness and SARScasm  *she/her",7/29/21 12:30,11,1,0,5,0,151,287,2441,3,3.973509934,Plague Swamp,0,9
1613,7/9/22 8:03,First case of monkeypox confirmed in New Zealand. The entire NZ workforce: _URL_,Twitter for iPhone,0,0,0,Football tragic that wants pancakes. Harbours feelings of visiting Glenrowan.,8/30/19 5:59,34,0,1,3,0,228,553,13876,5,1.754385965,"Te Whanganui-a-Tara, Aotearoa",0,9
1614,7/9/22 8:03,I prefer monkey pups to monkey pox. _URL_,Twitter for iPad,0,0,0,*gunfingers* pew! pew!,10/5/09 20:33,153,0,1,18,0,3033,1297,104534,102,0.626442466,NZ,0,9
1616,7/9/22 8:03,"@kakape @UKHSA in the US, it's virtually impossible to get tested for monkeypox if you're not a MSM. not sure how it is in the UK. but there is a streetlight effect in the US",TweetDeck,0,1,0,"Disputatious Jew. _URL_  ""her appearance much reminded me of photos of female Weather Underground terrorists"" -Ron Unz",11/24/13 18:54,103,0,0,2,0,3598,478,22668,82,0.055586437,None,0,9
1631,7/9/22 8:08,Great just f*cking great Monkeypox case found in New Zealand  _URL_,Twitter for iPhone,0,0,0,:syringe::syringe::syringe::syringe: Centrist voter who was Right of Centre and now firmly Left of Centre,6/6/13 7:01,109,4,0,6,0,700,1143,4893,1,1.428571429,Tāmaki Makaurau,0,9
1636,7/9/22 8:09,@joeseph_bl0ggs @minhealthnz monkey pox now lets go wooohoooo,Twitter Web App,0,0,0,Cro killa cryptic spastic,1/20/22 8:40,5,0,0,0,0,16,67,344,5,0,None,0,9
1640,7/9/22 8:11,@robertsessford1 @casey_beever @DAZZA91498255 Don't mention Bananas they will bring back the Monkey Pox theme :face_with_tears_of_joy:,Twitter Web App,0,0,0,"I hold the staff responsible for the avoidable death of my Mother whilst in the care of Wigan Infirmary. Died from Neglect, Malnutrition and Septicaemia.",4/17/14 10:10,98,0,0,0,0,962,331,104346,7,0,Lowton:England::United_Kingdom:,0,9
1641,7/9/22 8:11,Monkey Pox spreading in U.S. at Gay Sex Clubs… _URL_,WordPress.com,0,0,0,#latestnews,5/7/21 8:51,14,0,0,0,0,9,5,39024,0,0,None,0,9
1642,7/9/22 8:12,"Monkey pox sir, please _URL_",Twitter for Android,0,0,0,The terror of a king is like the growling of a lion; whoever provokes him to anger forfeits his life. :South_Africa:Mamelodi Sundowns FC; Chelsea FC,3/17/17 14:57,63,0,1,1,1,1785,1870,10778,0,0.168067227,"Cape Town, South Africa",0,9
1643,7/9/22 8:12,Did Monkeypox vanish?,Twitter Web App,0,0,0,:star_of_David::eagle::cactus: Dignity of the Spirit - Forgive all that you can and love as purely as possible. Profanitarian.  :broccoli: over Cauliflower,4/28/22 12:46,2,1,0,2,0,166,712,2891,0,1.807228916,Room 101,0,9
1645,7/9/22 8:13,@RonaldPhiri01 @SMshayisa That white woman looks like she's got Monkeypox,Twitter for Android,0,0,0,None,1/26/20 9:16,29,0,0,0,0,216,426,3788,0,0,None,0,9
1646,7/9/22 8:13,@KiwiCraig74 Either that or Monkeypox has spread really fast,Twitter Web App,0,0,0,We all start life with a full bag of luck and an empty bag of experience. The aim is to fill the second bag without emptying the first.,10/18/13 7:28,104,0,0,2,0,62,247,1611,1,3.225806452,"Auckland Region, New Zealand",0,9
1647,7/9/22 8:13,@NzMissb Looking like monkey pox will be the winner!,Twitter for Android,0,0,0,None,11/16/21 23:32,7,0,0,0,0,584,616,3105,2,0,"Kapiti Coast District, New Zea",0,9
1648,7/9/22 8:14,@Ixistant $5 says you're the first HCW to catch monkeypox in NZ.,Twitter Web App,0,0,0,"Tangata Tiriti. He/him. ED/ICU trainee. Loves emergency medicine, hates emergency departments.",11/5/20 19:00,20,0,1,4,0,101,149,363,1,4.95049505,"Tāmaki Makaurau, Aotearoa",0,9
1649,7/9/22 8:14,"@EricCrampton Yes, I know this is under consideration, and from our side a colleague in our research group is leading a piece about a public health approach to monkeypox, out soon. So, hopefully, lots of people are onto it.",Twitter Web App,0,0,0,"Epidemiologist in the Department of Public Health, University of Otago Wellington @OtagoWellington Aotearoa New Zealand, all views my own, she/her.",10/25/20 2:48,20,0,1,2,0,2590,627,1931,47,0.115830116,None,0,9
1650,7/9/22 8:15,@NMadeinNZ Monkey pox apparently here :woman_shrugging::see-no-evil_monkey::hear-no-evil_monkey::speak-no-evil_monkey:,Twitter for iPhone,0,0,0,Interested in getting to the truth and for freedom,2/12/22 22:34,4,0,0,2,0,65,89,738,0,3.076923077,None,0,9
1651,7/9/22 8:15,Why should we worry about Monkey Pox? CoViD knocks the immune system back for 6-8 months. Monkeypox and other usually minor diseases are spreading more and with much stronger symptoms as a probable result. There's pretty convincing science around this. _URL_,Twitter for Android,0,0,0,Prefer Vegemite. Will do Marmite if pushed Frontline health provision 30years.,4/7/20 21:46,27,3,0,6,0,338,314,2720,4,2.662721893,"Nelson City, New Zealand",0,9
1652,7/9/22 8:15,@libsoftiktok ....and she just got the MONKEYPOX. well played.,Twitter Web App,0,0,0,"I love, therefore i am..",2/21/13 23:13,112,0,0,0,0,345,823,4687,1,0,None,0,9
1654,7/9/22 8:16,@JohnF1024 Monkey Pox has just hit town:winking_face: _URL_,Twitter for iPhone,0,1,0,Roaster. My phone is possessed by evil demons. If concerned it hasn't offended you .Please take a number & it will attend to your look at me moment shortly,8/27/17 9:35,58,0,0,0,0,321,276,20038,7,0,New Zealand,0,9
1658,7/9/22 8:19,i didnt wanna go out so badly that i told my friend im scared of monkey pox,Twitter Web App,0,0,0,my biggest fear is a life left unlived,9/14/12 2:45,117,0,0,3,0,293,237,8341,0,1.023890785,mini apple,0,9
1665,7/9/22 8:21,Wtf is Luxon back in the country???Monkeypox case found in New Zealand  _URL_,Twitter for Android,0,0,0,Great believer in Every one deserves a fair go.,6/17/17 2:51,60,0,0,1,0,2315,1168,20505,9,0.043196544,"Kuala Lumpur City, Kuala Lumpu",0,9
1669,7/9/22 8:22,@marybaphomet notice the mention of him self.. They've talked them into social hypochondria.. we dont give a shit what he is convinced of... not even if he thinks he has monkey pox,Twitter Web App,0,0,0,Morals dont exist.. Plastic lures do,9/8/14 4:52,94,0,0,1,0,261,585,58792,1,0.383141762,Oz,0,9
1670,7/9/22 8:22,"@nypost So this monkeypox story is based on an ""unidentified man"" who visited a Dallas bath house and based on assumptions the virus was spread? I see multiple issues with this reporting.",Twitter Web App,0,0,1,"I enjoy long walks through SEC filings, VAERS reports, and congressional fillings... yet to spot a ""fact checker"" Gettr: @AmyBeePhoenix",11/18/20 3:00,19,0,3,14,1,8357,709,13824,30,0.215388297,None,0,9
1671,7/9/22 8:22,EMERGENCY ALERT #monkeypox found in #nz ......newsflash no one gives a shit _URL_,Twitter Web App,0,0,0,hate and violence is what they thought we would turn to another form of control they thought they knew us they thought we were slaves Love wins AWAKEN,11/19/16 7:36,67,2,1,7,0,1801,4996,66296,16,0.555247085,"Auckland, New Zealand",0,9
1673,7/9/22 8:24,Sadly First case of monkeypox reported in New Zealand _URL_,Twitter Web App,0,1,0,JUST FM IS A LPF RADIO STATION PLAYING A MIX OF JUST FUN MUSIC 24/7. FOR MORE INFO AND TO LISTEN LIVE HERE ONLINE SEE OUR WEBSITE.,7/15/09 2:52,155,0,0,0,0,193,86,3854,2,0,"Kaiapoi, NZ",0,9
1675,7/9/22 8:25,"@xtroguyver @JustinMarrero10 @cc_fiji @NaecothaBey @blacktaill1 @Janet52177263 @MarkHamill you have to pay for your healthcare with higher priced taxes, you also have a higher homeless rate than the US per capita, you also have far more monkey pox cases than we do",Twitter Web App,0,0,0,"Flawless godlike human being, also whys the UK, Russia, and the rest Europe so trash? :rolling_on_the_floor_laughing: clowns",5/19/21 22:44,13,0,0,0,0,4,0,7985,0,0,The Superior United States,0,9
1677,7/9/22 8:26,@wckd02 @nypost You think monkeypox only spreads among gay circles? Are you dumb?,Twitter Web App,0,0,0,None,12/3/21 9:54,7,0,1,2,0,13,9,3317,1,23.07692308,None,0,9
1678,7/9/22 8:27,"@melatinungsari Yeah, they organize in-person conf this year. A bit concern over monkeypox infection cases there. Hope everything is in control until then!",Twitter for iPhone,0,0,0,"Econ PhD from @ANUCrawford @ouranu • Tweet about #trade, #poverty and #inequality",4/23/17 10:06,62,0,0,1,0,834,2032,7245,13,0.119904077,"Bangkok, Thailand",0,9
1679,7/9/22 8:27,@litecoin_bull Hope they all get monkeypox,Twitter Web App,0,0,0,Thispersondoesnotexist Not a parody,11/8/21 21:26,8,0,1,1,0,151,370,4080,2,1.324503311,None,0,9
1681,7/9/22 8:27,"@LackOfToast No need to panic, we just need people to stick to existing guidance, and maybe add one or two guidelines for Monkey Pox. Unfortunately that doesn't seem super likely :disappointed_face:",Twitter Web App,0,0,0,"Interested in: info sec, privacy, nz politics, data, role-playing games He/him Occasional TTRPG freelancer Give stolen land back to Māori. Crypto is a scam.",5/14/15 20:31,85,0,0,1,1,236,386,2625,4,0.847457627,New Zealand,0,9
1682,7/9/22 8:27,@Emerson4OR Is this for monkeypox awareness?,Twitter for iPhone,0,0,0,None,12/3/18 5:55,43,0,0,0,0,23,541,2481,0,0,Here,0,9
1683,7/9/22 8:29,@connorkbfcon Monkeypox. But they can't say that either haha,Twitter for iPhone,0,0,0,"KING:crown: of Rochdale. Love me United. Love me Rochdale. Love me kids. Love me chip barm. All Northerners welcome (even scousers, YNWA)",10/19/21 11:12,8,0,0,1,0,344,830,2046,0,0.290697674,"Rochdale, England",0,9
1684,7/9/22 8:29,Can't wait for monkeypox to spread rapidly and mutate into a purely hemorrhagic form of smallpox and wipe us all out. Ffs.,Twitter for iPhone,0,0,0,:New_Zealand::Scotland::South_Africa: Wife. Mummy. Aroreretini. Vaccinator. Pro-Science. ALL THE SPORTS.,3/3/11 23:31,136,0,1,4,0,1229,1375,35406,22,0.406834825,Earth,0,9
1686,7/9/22 8:29,"When monkeypox was reported in Australia, Europe and US, the media slapped pictures of Africans on the headlines to blame Black people for it. The homophobic, racist reporting will harm us all. _URL_",Twitter for iPhone,0,1,0,Co-founder: Conversion Therapy Action Group. Email: shaneel629@gmail.com My Instagram has much more to offer @shaneellall,1/28/19 0:17,41,6,1,57,1,7035,810,8791,12,0.92395167,"Auckland, New Zealand",0,9
1692,7/9/22 8:31,BREAKING: Chief Health Officer announces mandatory homophobia to fight emerging monkeypox situation.,Twitter Web App,0,0,0,Retired crypto billionaire. Divorced. Fatphobic. | he/him,8/22/18 7:13,46,0,0,0,0,190,588,16452,0,0,"Melbourne, Victoria",0,9
1693,7/9/22 8:31,Investigating Monkeypox case at BUTH Jos@WHONigeria @WHOAFRO @WHO _URL_,Twitter for Android,0,0,0,Public health officer. Immunization and disease surveillance expert.,7/28/17 16:21,59,0,0,0,0,34,72,233,0,0,None,0,9
1694,7/9/22 8:31,@nettlesoup31 @jackcolleton You missed #Monkeypox #polio the #Ukraine #ClimateCrisis and #volcanoes because apparently they're all about to erupt . . .,Twitter for iPhone,0,1,0,"38 years Bipolar, now cured - I cured myself. I despise political and police corruption and will never trust the establishment again!",3/1/12 11:29,124,0,0,0,0,3983,3268,73508,35,0,"Scotland, United Kingdom",0,9
1703,7/9/22 8:34,Does anyone actually know of anyone who has Monkey Pox yet in UK ?,Twitter for Android,0,0,0,Cornish Plantagenet. Markets Strategist ex-stockbroker. Austrian Economics. Precious & Critical Metals. TACKLING BIG GOV Make Albion Great Again - ADF PARTY,4/5/18 16:37,51,1,2,2,0,1809,2181,18988,2,0.276395799,Cornwall Hants & Rest of UK,0,9
1708,7/9/22 8:35,"@Gearwaress @nypost Monkeypox affects everyone, dumbshit.",Twitter Web App,0,0,0,None,12/3/21 9:54,7,0,0,0,0,13,9,3317,1,0,None,0,9
1712,7/9/22 8:36,"Oh great - Monkeypox is here in NZ. Not really unexpected but out come the armchair epidemiologists again, and the homophobes again, and the haters of anything the govt does to blame them, again. It's just so draining dealing with so much nasty stupidity.",Twitter for iPhone,0,1,0,"Life long Hamiltonian living in Auckland. Tweets are my own views and don't represent any company or client, reality is a fiction and the cake is a lie!",3/18/09 6:50,159,0,0,4,0,732,616,13892,19,0.546448087,"Auckland, New Zealand",0,9
1713,7/9/22 8:36,"@MissAndyAUS @socflyny @DrEricDing Unfortunately, childhood smallpox vaccination (so about 50 years ago) is unlikely to be of much use. See the results of the last U.S. monkeypox outbreak in 2003. _URL_",Twitter for iPhone,0,0,0,Estamos en manos de chiflados. Warte bis der Schotte kommt. We a' sall thegither ding the fell gallows o the burghers doun. Cite Black Women.,3/15/13 23:59,111,0,1,0,0,948,1982,67278,2,0.105485232,None,0,9
1714,7/9/22 8:37,Monkeypox: The New Pandemic _URL_,Twitter Web App,0,1,0,White Horse Theology - _URL_ YouTube Live Streaming: _URL_ Theology Forums: _URL_,8/29/15 1:42,82,0,0,0,0,247,3,327250,4,0,"St Louis, MO 5008 Daggett",0,9
1715,7/9/22 8:37,"Just a minor fluctuation in the numbers, it'll pass, it'll pass. #Monkeypox _URL_",Twitter Web App,0,1,0,"A former filmmaker, now jawboning on the collapse of industrial civilisation and the renewal of culture",4/3/14 2:05,99,0,0,1,0,151,121,940,3,0.662251656,None,0,9
1718,7/9/22 8:39,@Coltheman1 @SaulGoodman1971 Horses can catch monkeypox?,Twitter for Android,0,0,0,None,1/18/15 3:42,89,0,1,3,0,834,485,17338,4,0.479616307,ANGRY,0,9
1719,7/9/22 8:39,therse a fight against monkeypox? first im hearing of it. _URL_,Twitter Web App,0,0,0,"daniel \21\ xei/xem/xeir, basic achillean queer into cars, old tv, and bond ig, cant spell, probobly aromantic? :fox::rat::latin_cross: :transgender_flag::black_flag::Christmas_tree:",9/18/18 3:42,45,0,1,2,0,561,1737,31516,3,0.534759358,Northern Ireland,0,9
1720,7/9/22 8:39,"Monkeypox cases are surging in South Florida. Of course, Gov. DeSantis is doing nothing about it. Excerpt below is from today's Miami Herald. _URL_",Twitter for Android,0,0,0,"Trial Lawyer and Progressive Activist. ""Injustice anywhere is a threat to justice everywhere."" Dr. Martin Luther King, Jr. He/Him. No DM's please.",2/11/12 1:07,124,24,7,50,2,36090,35312,86143,24,0.229980604,United States,0,9
1722,7/9/22 8:41,The latest The Zika Advice Paper! _URL_ Thanks to @khanimambobar @DrSusanNasif @HelenBranswell #covid19 #monkeypox,Paper.li,0,1,0,My website on Zika Virus is to sift fact from faction and expose scams. Looking for people to join up and add knowledge of views on Zika virus,2/19/16 13:55,76,0,0,0,0,169,56,4444,13,0,None,0,9
1726,7/9/22 8:42,"@LeveridgeLewis :beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes: Idk, but it's got MonkeyPox Face!!",Twitter Web App,0,0,1,3 r d a c c t. i n 2 d a y s.........  W a r r i o r 3 3 3...Ret. RN JUST JOINED GETTR! Name there is Warrior333. See you there! NO CENSORSHIP!!,11/16/20 23:12,19,0,1,1,0,2679,3910,56809,1,0.074654722,None,0,9
1731,7/9/22 8:43,"First case of monkeypox confirmed in Auckland, Health Ministry says _URL_ Oh, great...",Twitter Web App,0,0,0,Late adopter. Plenty of opinions (mine and others) I'm happy to share. She/her.,5/1/20 6:49,26,0,0,0,0,210,976,4183,2,0,None,0,9
1734,7/9/22 8:44,@leahbroodryknz @NMadeinNZ Monkey pox is transmitted how?,Twitter for iPad,0,0,0,"Don't be offended. It's Twitter. I get to annoy everyone. So, if I annoy you, it's nothing personal. I'm not everyones type, but I am your mums.",8/19/14 7:24,94,0,1,0,0,350,452,28907,4,0.285714286,"Kabulawa, Nigeria",0,9
1735,7/9/22 8:46,"A surge of ""Monkey Pox"" amongst gay and bi ~ sexual men, the most high a... _URL_ via @YouTube",Twitter for iPhone,0,1,0,CEO of Ghee$e Musik & founder of NEB ANIMATION Studios _URL_ Real Music from the the soul. -Pearlgates,4/28/14 6:15,98,1,0,1,0,2245,2326,6923,7,0.08908686,Anywhere,0,9
1736,7/9/22 8:47,@KingXenodia Just don't get monkey pox,Twitter for Android,0,0,0,A Man of Sussex,8/28/20 23:07,22,0,1,1,0,168,408,5773,0,1.19047619,Sussex by the Sea,0,9
1738,7/9/22 8:47,"@mrJeffHowell Moi!! Not bragging though, likely to it again soon. Either that or monkeypox :expressionless_face:",Twitter for Android,0,0,0,"Data and strategy geek. Democracy lover. Trump hater. Parody song writer. Sassy, but classy, Kiwi. *Learn the art of Kintsugi to mend your scars*",12/10/08 22:10,162,0,1,2,0,1872,2053,13405,2,0.16025641,New Zealand,0,9
1741,7/9/22 8:48,Dorries has all the appeal of monkey pox without the charm _URL_,Twitter for iPhone,0,0,0,"Artist. Antique dealer. Ex freelance consultant in comms in emergencies, health & HIV. Ex WVI, Oxfam, Int HIV/AIDS Alliance, Save the Children, UNDP, LSHTM",9/22/10 13:17,141,0,0,0,0,930,2213,9536,18,0,London / Turnu Rosu / Sibiu,0,9
1742,7/9/22 8:48,STOKED THAT NZ NOW HAS MONKEYPOX _URL_,Twitter for Android,0,0,0,None,1/18/15 3:42,89,0,2,4,0,834,485,17338,4,0.71942446,ANGRY,0,9
1743,7/9/22 8:48,@brandondarby Monkeypox may be the least-gross part of that story.,Twitter for Android,0,0,0,"When you go hunting monsters, take the big gun.",9/2/20 4:15,22,0,1,1,0,103,516,11059,2,1.941747573,The OD,0,9
1744,7/9/22 8:51,"This Version Of Monkeypox Is An Excruciatingly Painful Disease, And It Continues To Spread At An Exponential Rate _URL_",Twitter Web App,0,0,0,None,9/13/10 2:49,141,0,0,0,0,12,96,43325,1,0,None,0,9
1745,7/9/22 8:51,"Oh lawd I may be late to the party here, but we have monkeypox in NZ :weary_face: (was inevitable I know, but still)",Twitter Web App,0,0,0,"Data wrangler, Quordler, Wordler, Heardler, Waffler. Mother of two, partner of one, caretaker of cats",2/15/09 21:51,160,0,1,1,0,679,822,45536,9,0.29455081,"Auckland, New Zealand",0,9
1746,7/9/22 8:52,"If the question is Inflation, covid, monkey pox and insane petrol prices Sometimes blowing all your money on an overseas trip is the only answer _URL_",Twitter for iPhone,0,0,0,"That's not a moon, it's a space station.",10/31/12 22:04,116,0,0,0,0,469,536,10629,11,0,"Tauranga , New Zealand",0,9
1754,7/9/22 8:55,:red_circle:Sorry to say that 18th July might be too late...:double_exclamation_mark: :pushpin:Why proactive actions are not in place before general vaccination? :pushpin:Why that team is unknown? #Monkeypox  #Pandemic @WHO @DrTedros @HAS_sante _URL_,Twitter for Android,0,1,0,#PharmD_PhD Eco/Toxicologie :green_circle: _URL_ @AllianceC @uce_fr (Ex-AL laRem #Puteaux 2017) Candidat #municipales2020 #législatives2022,10/6/17 22:45,57,1,2,2,0,2423,2739,38746,23,0.206355757,Puteaux Neuilly Courbevoie,0,9
1756,7/9/22 8:57,@WallStreetSilv This how you get monkeypox,Twitter for Android,0,0,0,𝙸'𝚖 𝚗𝚘𝚝 𝚊 𝚛𝚊𝚌𝚒𝚜𝚝... 𝙸'𝚖 𝚊 𝚋𝚒𝚐𝚘𝚝!,4/28/22 2:22,2,0,0,0,0,17,15,1516,0,0,None,0,9
1757,7/9/22 8:58,@Arfness NICD has done nothing but counter the original DOH memo since monkeypox arrived on our shores - I think the comms budget is depleted.,Twitter for Android,0,1,0,"Founder. Reluctant journalist. Too old for this. Agnostic host of a religious podcast. If you don't like what's playing, change the channel.",5/6/10 15:54,146,0,0,0,0,775,611,29989,17,0,Earth,0,9
1762,7/9/22 9:00,"@avocato_bob What's in the basement? We got drain cleaner, methylated spirits, kerosene, paint thinner, engine oil, car wax and window cleaner. I'm sure I can whip up a good monkey pox vaccine out of this lot.",Twitter for Android,0,0,0,"Nobody needs to have a qualification to express an opinion on Twitter, nor do we have to back up anything we say.",1/19/10 6:16,149,0,0,3,0,589,334,23680,0,0.509337861,New Zealand,0,9
1764,7/9/22 9:01,Thinking about that thread arguing that having widespread monkeypox is a national security problem because you could have a smallpox attack and not realise,Twitter for Android,0,1,0,"If I blocked you while you explained you're not a bigot, I probs didn't buy it eh. he/him",11/24/09 2:56,151,0,1,1,0,3231,1762,121001,125,0.06190034,"Wellington, NZ",0,9
1768,7/9/22 9:04,@lyndonhood Why worry about monkeypox when foot and mouth disease is waiting offstage? Who knew globalisation would lead to such plagues?,Twitter Web App,0,1,0,"Burnt Out Hospo Droid, re-purposed for Political Punditry. Not suitable for children's parties or weddings.",3/24/14 4:14,99,0,0,1,0,1304,920,52680,42,0.076687117,New Zealand,0,9
1771,7/9/22 9:04,First monkeypox in Auckland and now this #NZLvIRE,Twitter Web App,0,1,0,"""James Bond expert and web developer""- @TheSpinoffTV / ""a fan""- @nzlistener / ""Contributor""- _URL_ / I delete tweets",2/15/07 9:37,184,1,0,1,0,832,409,12531,31,0.240384615,"Hamilton, New Zealand",0,9
1772,7/9/22 9:05,"This cured my covid, my monkeypox, and my nervous breakdown _URL_",Twitter for iPhone,0,1,0,De la fanfare,9/3/09 20:55,154,0,0,2,0,420,211,51975,17,0.476190476,France,0,9
1779,7/9/22 9:06,"Well this is encouraging. 25 May, MoH said they're working with Pharmac to explore options for access to Smallpox vaccines that can be considered for Monkeypox. _URL_ 9 July, MoH says they're working with Pharmac to explore options... _URL_ _URL_",Twitter Web App,0,1,0,Chief Economist at the NZ Initiative.  Adjunct Senior Fellow with the Department of Economics at @ucnz. Still stronger than Derp,6/14/09 23:52,156,1,2,4,1,5291,1001,83742,148,0.151200151,"Wellington, New Zealand",0,9
1780,7/9/22 9:06,"@whaeapower @okanepeter That's from the twitter, so grains salt. I also read a delightful thread about how hard it is to sanitise sheets and towels for monkeypox. It's just that it happened to come to the guy community in the US first so spread first there. Pride parties prob didn't help.",Twitter Web App,0,0,0,"Pākehā with no idea what my ancestors had against turnips. She/her. They/them also ok. Remember kids 4 strings good, 6 strings bad She does not belong to he.",6/16/15 21:10,84,0,1,1,0,139,241,4709,1,1.438848921,Mysterious Hermit Kingdom,0,9
1781,7/9/22 9:07,Are we going to have lockdowns or capacity limits or event bans from COVID BA.5 variant or from monkeypox? I'm wondering.,Twitter Web App,0,0,0,"Born in Queens NYC, love music, nice weather, NYC, DC, SD & more. Big fan of Obama and the extremely BEAUTIFUL & TALENTED :heart_suit::red_heart:Stephanie Mills:red_heart::heart_suit:!",3/23/13 0:28,111,0,0,1,0,1087,2630,45133,9,0.09199632,"Las Vegas, Nevada, USA",0,9
1782,7/9/22 9:07,We got Monkeypox. Woo.,Twitter for Android,0,0,0,North Korea. South Korea. Marilyn Monroe. Views are not the same as my workplace. Obviously. Wish Gary was short for Garrison.,1/22/12 20:53,125,0,1,0,0,493,910,6681,1,0.202839757,Twitter,0,9
1783,7/9/22 9:09,Has anyone asked The Monkeypox what it thinks of Nz mmZ so far?,Twitter for Android,0,0,0,North Korea. South Korea. Marilyn Monroe. Views are not the same as my workplace. Obviously. Wish Gary was short for Garrison.,1/22/12 20:53,125,0,0,0,0,493,910,6681,1,0,Twitter,0,9
1787,7/9/22 9:11,A lot of bad news today with covid infections among friends and family and monkey pox landing but a bright spot to come home to: my husband told me he's having a new computer built for me ready mid-week: NUC12 with max memory installed. Maybe he does love me after all :smiling_face:,Twitter for Android,0,0,0,Be kind. Be responsible. Don't take your health and others' for granted.,2/19/13 23:27,112,0,0,14,0,701,1071,28177,5,1.997146933,"Auckland, New Zealand",0,9
1789,7/9/22 9:12,I hope the girls are taking COVID tests frequently bc cases have risen up all around and now with the monkey pox is worst,Twitter for Android,0,0,0,I like girls,6/24/22 22:12,0,0,0,2,0,47,318,2217,0,4.255319149,she/her 19 latina,0,9
1790,7/9/22 9:13,not the all blacks losing and our first case of monkeypox on the same night,Twitter for iPhone,0,0,0,percuschase was suspended in 2020 not new aged multi-fandom as hell,10/22/19 5:58,32,0,0,0,0,94,68,19689,2,0,new zealand,0,9
1797,7/9/22 9:17,"Let it be known, under National. All Blacks never lost to Ireland. Under Labour, we had All Blacks Loss, Covid &amp; now Monkeypox.",Twitter for Android,0,0,0,Delivering more & more each day than this current labour government. My pronouns are Dude/Bro,7/4/09 23:50,156,0,1,3,0,1832,385,37112,105,0.218340611,New Zealand,0,9
1801,7/9/22 9:18,Our #publichealth numpties can't wrap their collective head around #COVID19 after 2.5yr or #influenza after a century. There's no chance these compromised agencies &amp; their quisling officials will save us from #Monkeypox. We're on our own. #CovidIsNotOver _URL_,Twitter for iPhone,1,0,0,"""Ex astris ad mortem.""",11/28/08 22:39,163,1,1,10,0,10796,10874,33400,423,0.111152279,"Luna, Aitken Basin",0,9
