number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class
424,2022-07-09 01:16:05,"Today is July 8, 2022 and there still is no evidence that viruses exist! #Truth #viral #quote #quotes #virus #monkeypox #COVID19 #FridayVibes #Twitter #ElonMusk #ShinzoAbe #YetToCome",Twitter for iPhone,False,True,"Founder and CEO, Science Defined and Founder, Scientists for Health Freedom. Scientist displaced via COVID jab mandate. Christ is Lord. On GETTR @MikeDonio",2011-02-11 00:08:01,18,5,62,2,20660,853,1821,32,None,1,1
425,2022-07-09 01:16:19,"@nypost I have a vaccine for the monkey pox. It's called ""dontstickyourdickinamansass"". It's free. And costs the taxpayers nothing",Twitter for iPhone,False,False,None,2022-05-05 17:33:31,0,0,2,0,9,113,331,0,None,1,1
441,2022-07-09 01:21:37,@DrEliDavid Back to covid variants since monkeypox didn't create the panic media was hoping for.,Twitter for Android,False,False,"Retired firefighter/paramedic IAFF(Ret'd), exercise is key to good mental health, workout addict, self def instructor, camaro owner #TrudeauWorstPMEver :syringe::syringe::prohibited:",2012-01-23 02:04:12,0,0,1,0,3289,4994,70831,13,"Central Okanagan, British Colu",1,1
454,2022-07-09 01:25:00,The Wuhan lab is now experimenting with Monkey pox virus. What could go wrong. Nothing to see here.,Twitter for iPhone,False,False,None,2021-10-04 16:41:17,0,0,2,0,4,78,78,0,None,1,1
455,2022-07-09 01:25:01,Surprise!:woman_facepalming_medium-light_skin_tone: (Not really) Still trying to shut it down before #Elections2022. #LiberalWorldOrder #itshappening #monkeypox #pandemic #lockdown _URL_,Twitter for Android,False,True,":United_States: Pro-Life :baby_medium-light_skin_tone: before SCOTUS made it cool! :two_hearts:Christ Follower:folded_hands_light_skin_tone: • Digital Creator :laptop:• Grateful, Blessed Mom of a Fiercely Strong Female :latin_cross: :volleyball::heart_suit:• ULTRA:United_States:",2012-01-05 12:05:33,0,0,0,0,955,1099,457,3,"Kentucky, USA",1,1
456,2022-07-09 01:25:58,"In tonight's show, he virtually proves that almost our entire government has been working for China, to destroy us, and it started in Wuhan, which is now working on Gain of Function Monkey Pox, to finish us! _URL_",Twitter Web App,False,True,"Liberty Warrior and Author of ""The Universal Individual Rights Project"" ( The Book is at Amazon ). A Worldwide Freedom Movement.",2017-01-29 19:08:09,0,0,0,0,121,104,30721,1,"Colorado, USA",1,1
489,2022-07-09 01:36:55,@murder_turd @scrowder Dude. Play with shit all you want.  Use a condom. Monkey Pox is out there.,Twitter for Android,False,False,FOAD,2022-02-06 13:19:54,0,1,0,0,17,19,1935,2,None,1,1
496,2022-07-09 01:38:14,no grindr during MONKEY POX ! :nauseated_face:,Twitter for iPhone,False,False,cuntism @itsfinest,2021-09-22 18:57:35,0,0,0,0,18,18,135,0,None,1,1
505,2022-07-09 01:40:47,"@rweingarten Covid is over. It's as over as any other common cold. No one cares. The monkeypox scare didn't work, so now you're gonna try this one again. F-off.",Twitter Web App,False,False,"""The future you deserve, is the future that you serve."" - Neuroticfish I will not comply. Non GMO:prohibited::syringe: INTP-t",2022-04-04 20:14:39,0,0,0,0,58,124,2599,0,None,1,1
506,2022-07-09 01:40:52,"More from Planet Covid  Check out the fear porn from Covid Cult ground zero San Francisco. Monkey Pox!!!  ""We have no time to spare!"" Go fuck right off! _URL_",Twitter for iPhone,False,False,"Fiercely Independent Truth Seeker and Defender of Freedom, Native Texan Imprisoned in California",2020-08-29 19:55:34,0,1,3,0,1210,754,45714,4,Antarctica,1,1
509,2022-07-09 01:41:49,Wuhan Lab is now working on making a new virus; Monkeypox! _URL_,Twitter for iPhone,False,False,"Florida native, California transplant. Average guy living the American Dream. Recently locked out of my old account: @800Conspiracy",2022-07-07 22:35:08,0,0,0,0,8,50,380,1,"Riverside, CA",1,1
521,2022-07-09 01:43:53,"@TexasDesign1 @Darb90485731 @FOX4 I may be blocked but the best protection from monkey pox, is to mask up. _URL_",Twitter for iPhone,False,True,The Federal government today acts more like it was founded on the Communist Manifesto rather than the US Constitution.,2021-12-02 13:59:56,0,1,2,0,543,310,2145,0,"Coppell, TX",1,1
522,2022-07-09 01:44:00,Biden doesn't want to know where Covid came from. China pays him to be quiet. Wuhan is now inventing its own monkey pox to study it. Is the world in for another pandemic - once again man-made? Is Fauci up to his eyeballs again?_URL_ via @YouTube,Twitter for iPhone,False,True,"American :United_States: Patriot. The devil whispered, ""you cannot withstand the storm."" I whispered back, ""I am a child of God, a woman of faith. I am the storm.""",2010-01-12 15:32:16,0,0,0,0,4203,4994,76029,150,United States,1,1
553,2022-07-09 01:50:42,@TexasLindsay Remember: monkeypox is spread primarily among gays. Don't be afraid of MP.,Twitter for Android,False,False,Retired Intellectual Property Attorney,2022-04-27 22:38:22,0,0,0,0,2,38,297,0,United States,1,1
566,2022-07-09 01:53:10,@katie8491 @Dingleberry888 @Angela787 See above in thread. The UK always had monkeypox listed as airborne. The narrative relayed by NSW Health is not entirely correct.,Twitter for iPad,False,False,Still digesting 2020 and all its ramifications.I'm on Twitter to help amplify the voice of everyday people fighting against forced infection with SARS.,2020-03-15 15:08:58,2,1,3,0,4453,4187,26076,7,Sydney,1,1
573,2022-07-09 01:55:39,So is the K in monkeypox silent or something?,Twitter Web App,False,False,"silversmith, cyberspace memetics purveyor, music enjoyer, entheogenic inspiration, herbalism, mycology, freediving and SCUBA",2011-11-24 04:28:57,0,0,1,0,405,1738,3872,18,VT,1,1
576,2022-07-09 01:56:40,"@melbstormrocks They have all the strains to keep the propaganda wheel of fear turning, Monkey Pox didn't work, they even discussed changing its name. So no, not our fault",Twitter for iPhone,False,False,lurking in the shadows Gab: @DuppyWarrior,2018-03-11 00:56:26,0,0,1,0,2716,2860,57011,3,Australia,1,1
595,2022-07-09 01:59:55,@CDCgov @CDCDirector I know this isn't you. You wouldn't be sweating with worry from any pandemic. #CovidIsNotOver #COVIDisAirborne #MonkeypoxisAirborne #monkeypox _URL_,Twitter for iPhone,False,False,Local Communista in capitalism detox. #M4A #30HRWorkWeek #4DayWorkWeek #UBI #ZeroCOVID #N95 #LandBack #AntiImperialist Perspectives/info shared. They/We/Ours,2020-02-17 15:48:06,0,0,0,0,240,1742,39343,1,Our Mother's House,1,1
610,2022-07-09 02:01:43,"@drweitl Nope, because he's just another shill for the big pharma medical complex. Shingles, monkeypox its all made up nonsense. This is body detox from BIG FOOD and BIG PHARMA. So what do they do? They diagnose a scam disease and then fake medicine which stops detox symptoms.",Twitter Web App,False,False,Retired but still active,2009-07-02 00:40:32,0,1,1,0,587,596,28508,5,USA,1,1
611,2022-07-09 02:01:54,@Steve_Sailer So is it like chicken pox or something ? Why gays? Fecal to oral like aids ? We all had chicken pox as children and that rips through daycares just through touching skin &amp; clothes. Why is monkey pox more like aids &amp; less like chicken pox when it comes to transmission ?,Twitter for iPhone,False,False,None,2013-04-01 16:22:09,0,1,1,0,132,429,7098,1,None,1,1
621,2022-07-09 02:03:09,"Tedros is ""concerned by the scale and spread"" of shingles from injection injuries. I mean, Monkeypox. _URL_",Twitter for Android,False,False,Army Veteran  Leeds United Fan No DMs  GETTR @natty1976,2020-07-19 10:33:56,1,0,1,0,404,432,9000,1,None,1,1
631,2022-07-09 02:06:42,Starting to think the monkeypox is actually a new HIV and maybe not related to a pox,Twitter for iPhone,False,False,Graphic Designer. Anime lover. Japan enthusiast. 1987.,2008-04-21 11:08:30,0,0,0,0,213,4802,17254,8,South Dakota,1,1
633,2022-07-09 02:07:16,"@nypost If your partner has monkey pox, don't have sex.",Twitter for Android,False,False,"family-loving, knitting ninja nana that's politically-interested, super-savvy and smarter than she lets on, Iowa Mom",2019-06-22 21:50:16,0,0,0,0,51,127,14696,0,None,1,1
635,2022-07-09 02:08:17,@AlanBixter I wonder if the people that have Monkeypox have had COVID? Were they vaccinated against COVID?,Twitter Web App,False,False,"A nobody from nowhere important. Spare me from climate deniers, bigots, racists, RWNJs, anti-vaxxers etc",2019-01-05 04:29:21,0,0,1,0,642,1558,58860,6,None,1,1
636,2022-07-09 02:08:42,"@Steve_Sailer If you don't want to get Monkeypox, it seems to me all you need to do is not have sex with multiple random people...whether at a bathhouse, party, or in your living room. The hysterical, fear mongering articles about Monkeypox are ridiculous...I can't take ""scientists"" seriously",Twitter for Android,False,False,"I'm here for news, politics, debate, funny memes, travel stories, random interesting facts, and animal videos. Former New Yorker, now a proud Arizonan.",2010-07-16 14:07:14,1,0,6,0,163,285,15015,2,"Phoenix, AZ",1,1
639,2022-07-09 02:09:03,"I still haven't heard of any unvaccinated people getting Bell's palsy, shingles, monkeypox, myocarditis, or dropping dead from Sudden Adult Death Syndrome (SADS).  Has anyone else?",Twitter Web App,False,True,Former Congresswoman & 2008 Presidential Nominee for the Green Party.,2009-01-03 04:02:02,549,134,1724,47,54143,2120,25046,731,"Atlanta, GA",1,1
644,2022-07-09 02:09:31,@jenniferelle_ Neither have I an probably won't. Too old to participate in debauchery. Expect a breakout of monkeypox as there is a drag show happening,Twitter for Android,False,False,"Socialism is a philosophy of failure, the creed of ignorance, and the gospel of envy. It's inherent virtue is the equal sharing of misery. Winston Churchill",2016-09-05 21:04:56,0,0,0,0,1049,703,26430,13,District 13,1,1
645,2022-07-09 02:09:42,@Monkeypoxtally I've seen some reports suggesting monkeypox may spread faster among SARS2 RNA vaxed populations. MP doesn't spread well by breath but does from sneezing. Sneezing is a symptom of RNA vaxed folks exposed to SARS2.,Twitter Web App,False,False,Database vet w/ interest in Data Science/Neural nets/forecasting. U of Chicago/Sun Microsystems alumni. _URL_,2018-05-13 08:03:27,1,4,0,0,141,163,3398,2,"Near Portland, Oregon",1,1
681,2022-07-09 02:23:55,"@LaSeletzky @Spoonhead8 I still haven't heard of any unvaccinated people getting Bell's palsy, shingles, monkeypox, myocarditis, or dropping dead from Sudden Adult Death Syndrome (SADS). Have you?",Twitter Web App,False,True,"US Army veteran, teacher, writer #abolishNATO #defundtheUN #documentaryfilm #geopolitics @rushtheband #BRI #transhumanism #antinikol I stand with Artsakh.",2017-01-05 04:40:56,0,1,0,0,453,617,8846,4,"Nanjing, China",1,1
682,2022-07-09 02:24:10,"So Chy-na is developing a Monkey Pox Vaccine, what can go wrong.",Twitter for Android,False,False,"starting my 4th or 5th account, disabled Iraq Veteran fighting for Oregon and America catch me on gettr. LGBFJB @jiffyboss #PureBlood #UltraMaga #2000Mules",2021-10-13 17:28:54,3,1,5,0,4117,5002,70642,4,"Roseburg, OR",1,1
691,2022-07-09 02:26:52,I thought the Illuminati government was trying to pump us with vaccines. Where is my monkeypox vaccine,Twitter for iPad,False,False,I've been reborn,2017-06-07 18:12:23,0,0,2,0,50,137,1043,0,Earth,1,1
704,2022-07-09 02:30:13,"@nagunagumomo Kaori, here is the full timeline of the development of #monkeypox translated into Japanese. It is Gates and GAVI as usual with their fingerprints all over it. Please take a look: _URL_",Twitter for iPhone,False,True,Organic Gardening & Permaculture plus Cryptocurrency from the heart of Pittsburgh.,2020-09-29 14:04:05,2,0,0,0,184,644,1794,7,Pittsburgh,1,1
706,2022-07-09 02:30:28,monkey pox = money pox #monkeypox,OneUp App,False,False,Christian. Mom. Daughter. Sister. Friend #MAGA Trump won! No DM's. I don't care about your pronouns. #AbortionIsMurder #TossVos :tangerine: NO TRAINS,2021-10-03 13:25:56,0,0,0,0,2029,2453,7660,1,"Wisconsin, USA",1,1
709,2022-07-09 02:31:03,"@mzzdefiant Quite a few unvaxxed who had bad cases got myocarditis.  But far more who had the MRna produce s-proteins that went systemic, got myocarditis than unvaxxed with a mild case (most healthy humans will have a very mild case). As for SHINGLES, MonkeyPox, or VAIDS …. tmk ZERO !",Twitter for iPhone,False,False,None,2014-07-26 22:38:48,0,4,5,0,98,348,2603,0,"""Hailing from Larps Unknown.""",1,1
710,2022-07-09 02:32:02,"@fitterhappierAJ Sincere question, have the GOF creeps aerosolized Monkeypox like they did with SARS?",Twitter Web App,False,False,None,2009-12-09 23:48:47,0,0,0,0,306,851,1983,6,Northern California,1,1
713,2022-07-09 02:32:50,"@BBCNews Give it a rest. Has your monkey pox hype fallen on deaf ears, so now you are trying to scare the nation over something else? Stop this constant fear mongering for heaven's sake.",Twitter Web App,False,False,"Lock down sceptic Genesis fan (the band not the Bible book!) ""No"" to any mandatory vaccine",2012-03-08 22:46:55,0,0,4,0,203,88,3748,1,None,1,1
715,2022-07-09 02:33:27,"@CassieLillian In tonight's show, he virtually proves that almost our entire government has been working for China, to destroy us, and it started in Wuhan, which is now working on Gain of Function Monkey Pox, to finish us! _URL_",Twitter Web App,False,True,"Liberty Warrior and Author of ""The Universal Individual Rights Project"" ( The Book is at Amazon ). A Worldwide Freedom Movement.",2017-01-29 19:08:09,0,0,0,0,121,104,30721,1,"Colorado, USA",1,1
720,2022-07-09 02:36:56,"@Cyrellys1 @Scrappy94546226 @4u2get2no76 @ELFherselfagain @Shorty56167141 @SHTFX2 @RondaGLarson @JgNightingale @pocketonashirt @Ron7350 @deam21139715 @VerbumIgnis @mind_vince @SprtSkye @achatnoir @PeaceAnonRedux @SmartConsrvtive @JohngaltO @imTYocum @missj75 @cipherEquality @Theologia11 @USADontComply @Momwithboys1111 @BYounger13 @BrandonWinborn @me21freed @LinSD13 @AuntPrays @TheOrac93482874 @bluemoonindigo2 @GitmoRopeCo @HisPearlGurl @Karlw92521659 @BucketHatHeadA1 @LespritLeibniz @s0latticus @OmaGunn @DoubIeDizzIe @YourMisinformed @CCoock2 @Matt__Fox__ @Not_Miss_Myf @USAFirstTRUMP @TitanessTheia @solatticuss @jeff23hi @Natasha76800437 @RomanovXXIII @SmartyP20038574 Ebola, Marburg , Monkey Pox, whichever they choose will happen soon. They are done, desperate and a joke. Gods flipping the tables",Twitter for iPhone,False,False,None,2020-10-13 14:06:56,0,1,4,0,440,541,12918,3,None,1,1
726,2022-07-09 02:37:41,@DeAngelisCorey What are they going to do to us before the midterms ? Moneypox??,Twitter for Android,False,False,None,2016-08-03 13:16:54,0,0,0,0,23,425,1470,0,None,1,1
728,2022-07-09 02:38:00,"Cadence!.. ""MONKEYPOX!!""  Ain't gonna worry! I don't care. :face_with_rolling_eyes: I won't have butt sex, why the scare? :thinking_face: I survived covid, and the swine flu :flexed_biceps: Got COPD and asthma too:face_with_spiral_eyes: They didn't kill me, but I'm tellin you :index_pointing_at_the_viewer: Monkeypox butt-sex might kill you :skull_and_crossbones: Sound off!  :smiling_face_with_halo: RT #monkeypox",Twitter Web App,False,False,"I love my country, I just don't like where it's going. Adelante, nunca hacia atrás. #TRUMP2SaveAMERICA #AhhBreakfast I'm not begging for followers. #Trump2024",2019-12-27 23:42:40,0,0,0,0,182,147,3961,0,United States of America,1,1
729,2022-07-09 02:38:28,"THE ORIGINAL! Beloved, We Must Take Care Of Our Single Parents &amp; Unplanned Children. We Must Compel Men To Help Raise Their Unplanned Children. Again Stay Away From Monkey Pox Vaccines! King Stephen I Christ's Anointed Prophet &amp; Slave Watch! _URL_",Twitter for Android,False,False,"I am an end times prophet of JESUS CHRIST, a father, chemical engineer & preacher of The Word Of Yahweh! Zero Fights & You're Out Because of King Jesus Christ!!",2022-04-06 20:26:32,0,0,0,0,2,72,1563,0,None,1,1
736,2022-07-09 02:40:34,Is China working on a Monkey pox virus now?,Twitter for iPhone,False,False,Hockey fan and Aviation Finance professional. Just be a nice human being and we will get along well.,2012-08-27 13:38:43,0,0,1,0,99,400,4202,1,Apple Valley,1,1
739,2022-07-09 02:42:47,"@PaolaQP1231 @JudyJudyb67 Looks planned just like "" monkey pox simulation"" :woman_shrugging: _URL_",Twitter for iPad,False,False,None,2019-02-12 15:38:38,1,0,1,0,465,718,2379,3,None,1,1
745,2022-07-09 02:45:14,"@argo_times @FoxNews ""Every Tool"" …they're talking about Biden here,as he will be THAT Tool promoting the hell out of this latest BIG PHARMA jab$$Monkey pox affects an infinitesimal,VERY specific group-not mainstream Americans. This is the latest SCAM for mail-in voting-fear-mongering WORKS w/ sheep",Twitter for iPhone,False,False,None,2014-03-12 16:24:06,0,0,0,0,1648,443,221192,17,None,1,1
753,2022-07-09 02:47:29,@vivacityrules @CDCDirector Why did they downgrade monkeypox from airborne to droplet/fomite when it actually started circulating?  My guess: because they don't want to tell people to wear masks again because then they can't pretend there is no pandemic and they might lose an election.,Twitter Web App,False,False,None,2020-08-13 17:39:46,0,4,3,0,149,56,7811,3,None,1,1
755,2022-07-09 02:47:46,"The White House has buried the origins of the Wuhan Virus. Anyone with a half of brain function knows it originated in China. The Round Face Yellow commies are responsible for the death of your loved ones, and they must pay the ultimate price. They are at it again with Monkeypox",Twitter for iPhone,False,False,Retired,2022-06-16 15:27:57,0,0,2,0,19,52,159,0,None,1,1
772,2022-07-09 02:50:59,@JohnSmi25391165 But don't people have to get really close for monkey pox? As in screwing each other?,Twitter Web App,False,True,"Retweeting the Patriots, opposing the Demunist Commiecrats. If you end your profile with he/him, she/her, or even worse, they/their or xe/xer/xim, you're dumb!",2020-02-04 18:18:39,0,1,1,0,49,60,3655,0,Land Of Fruits And Nuts,1,1
780,2022-07-09 02:53:22,"Fun Fact: The Wuhan lab in China that brought us Covid, is now working with the Monkey Pox Virus",Twitter Web App,False,False,"PUREBLOOD, Dog Lover....NO DM's",2022-06-17 22:06:13,18,3,39,1,1562,3273,2961,0,None,1,1
806,2022-07-09 02:55:28,@CBSMornings Monkey pox is transmitted via sex. It's not like Covid. Don't sleep with dozens of strangers and you'll be fine.,Twitter for iPhone,False,True,Christian mom. US immigrant at age 11. English is my 2nd language. Former attorney and healthcare worker. Of African descent.,2015-09-19 13:35:14,0,1,4,0,3504,4237,65525,15,"Manhattan, NY",1,1
809,2022-07-09 02:56:21,"@gabbystern Oh dear. No idea how this ended up in my feed, but I really wish you would worry less about fancy oil and a feud and stuff, and start using your communications position for good. Covid and monkeypox are both airborne. How do we manage them without masks?",Twitter for iPad,False,True,#CovidIsNotOver #MonkeypoxIsAirborneToo #Ukraine #WokeAF #KlondikePapers #MMIW #BLM #VastRWConspiracy #MassGraves #ClimateActionNow,2009-04-29 22:41:30,0,0,2,0,658,1365,16234,1,No,1,1
832,2022-07-09 03:01:26,"@PrepIsPoison There have been outbreaks of sexually transmitted hepatitis C in network of gay men in European, American &amp; Australian cities since ~2000. People not in those networks mostly aren't aware of it &amp; sexual transmission remains rare among heterosexuals -- quite like monkeypox.",Twitter Web App,True,False,"Medical journalist; science editor for @POZmagazine/@Hepatitismag/@CancerHealthmag; Bay Area Reporter (@eBARnews), @aidsmap/@infohep; research beagle adopter",2009-03-21 21:54:54,0,2,1,0,12738,6361,26383,351,San Francisco/St. Pete,1,1
836,2022-07-09 03:04:02,"This reporter is a pornographer of the corrupt vaccination scam. She also tweets relentlessly about monkeypox, and is famous for spreading the '""China virus"" is racist' psy-op. _URL_",Twitter Web App,False,True,"As seen in Liberty decades ago, the initials stand for ""Timothy Wirkman Virkkala."" _URL_ / @wirkman (Gab & Flote)",2010-04-04 00:53:21,0,0,0,0,439,1025,9205,15,"Wahkiakum County, USA",1,1
844,2022-07-09 03:05:57,@nypost Monkeypox is definitely AIDs now!,Twitter for iPhone,False,True,A blogger said it so it must be true.,2010-05-05 01:21:36,0,0,0,0,212,95,13999,13,"Poway, CA",1,1
847,2022-07-09 03:06:18,@nypost Let me fix this Conservative man likely spread monkeypox at Texas bathhouse through gay sex with multiple men,Twitter for Android,False,False,HOU*DAT,2021-04-20 02:15:19,0,0,0,0,110,4630,5593,2,Tejas,1,1
850,2022-07-09 03:06:36,So kids dnt catch chicken pox no more? So now we have monkey pox :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: they jus be creating shit to kill us in these labs,Twitter for iPhone,False,False,Comes to a point where u understand life goes on and time waits for no man....#Titans #NBA #Penguins #Pitt #Pirates sports fanatic let's buss it up,2012-03-03 14:53:31,0,0,3,0,2415,4460,47757,12,Pittsburgh,1,1
854,2022-07-09 03:07:01,"@Cernovich So I'll be needing a vaccine for this monkeypox. Seems the me a simpler solutions suggests itself. Abstain from anonymous promiscuous gay sex in bathhouses. Take that, Pfizer.",Twitter for Android,False,False,"Catholic, conservative, pronoun mocker. The Red Ensign is the flag Canada fought under in WWII. Considered a hate symbol by Justin Trudeau's government.",2022-04-26 02:45:26,0,0,7,0,228,317,5466,4,None,1,1
869,2022-07-09 03:10:36,@genjibear @CDCDirector Issue of masks maybe less impt than another glitch-stating #monkeypox is contagious only after someone's symptomatic-NOPE. Body fluids (semen) contagious BEFORE someone's symptomatic.They're needlessly spreading monkeypox. Is it desire to deceive or failure to read or think?,Twitter Web App,False,True,Trump endangers us all. Neutralize him. Indict him -any other ideas? No ideas off _URL_ do your job-We failed to stop Hitler. Stop Trump B4 too late.,2016-10-08 19:41:06,0,0,0,0,150,164,5292,2,Sense of Irony,1,1
885,2022-07-09 03:16:48,"The NeverEnding Psyop Biden administration to distribute 144,000 more monkeypox vaccine doses _URL_",Twitter Web App,False,False,I like magic... FGO NA Friend Code: 643607622,2018-03-30 21:27:06,0,0,0,0,1447,1726,103594,7,Florida,1,1
889,2022-07-09 03:18:30,@lightnin812 @GhetsalSSB @Hack_G1 @iiinoodlesiii @JakeSucky Go spread the monkey pox femboy,Twitter Web App,False,False,No jaw line = opinion disregarded,2021-07-07 01:43:22,0,1,1,0,71,609,998,1,None,1,1
891,2022-07-09 03:19:41,Dems 2022 &amp; 2024 Campaign Strategy: 1. Exploit mass shooting to raise gun issue(done) 2. Lie abt SCOTUS #ROEvWade to stir abortion issue (done) 3. Exploit story of white cop shooting a person of color (in progress) 4. Create another health crisis (#Covid/#Monkeypox in progress),Twitter Web App,False,False,Creator of 1.4MM Member Grass Roots Political Action Group & Host of Political Talk Radio Show Speak Out America Now with Peter J. Dawson.,2009-10-21 14:32:59,2,0,2,0,1755,239,132753,47,None,1,1
901,2022-07-09 03:23:28,"NYC is offering you another way to become a vaccine junkie. Starting next week, the menu will change. Residents of NYC will be able to find places to take the Monkeypox vaccine. So if you don't like the taste of covid vax, you now have Monkeypox vac to bathe your palette gratis.",Twitter for iPhone,False,False,"As a seasoned traveler, I think of myself as an unofficial ambassador for the world. my Twitter address isn't misspelled. Correct spelling already taken.",2014-07-13 05:09:06,0,0,2,0,141,554,8441,0,None,1,1
905,2022-07-09 03:26:24,Monkeypox? Doctors are going broke not selling enough fake vaccine,Twitter for iPhone,False,False,Genealogist and History researcher. Historical detective. Interests in DNA analysis. Early New York City history. Eastern European Immigration .,2018-03-14 20:19:00,0,0,0,0,29,93,2047,0,"New York, USA",1,1
909,2022-07-09 03:27:03,And Fauci's busily working on making monkey pox lethal in Wuhan right now! _URL_,Twitter for Android,False,False,":hundred_points:Patriot.   God ALWAYS first, then country & my gun. Card carrying Ultra MAGA Gang member! Pro-life! SC-but Lindsey Graham is not my fault! No DMs. IFBAP",2021-03-01 03:15:03,0,1,1,0,4801,4692,7390,0,None,1,1
911,2022-07-09 03:28:40,@News12LI What made you think they were going to stop with COVID? Now we have monkey pox vaccine pop ups!!! :face_with_symbols_on_mouth:,Twitter for iPhone,False,True,Doctor of Chiropractic and Warrior Dad,2013-03-20 16:16:48,0,0,0,0,113,106,603,2,"Bellport, NY",1,1
933,2022-07-09 03:35:02,"@VanessaBeeley I thought the lockdowns were coming for monkeypox.? I saw a lot of this coming, but people taking advantage of their own gullibility to ease dissonance was not on my bingo card.",Twitter for iPhone,False,False,Anti-anti-information,2021-06-09 18:41:30,0,0,0,0,9,47,1384,0,None,1,1
935,2022-07-09 03:35:28,@tessvanstraaten We now know that the outbreak of monkey pox now creeping into Victoria is virtually 100% caused via male anal sex transmission.  Send out a public health warning?,Twitter Web App,False,False,Retired First Vice President of an international investment brokerage firm.,2013-10-28 22:25:16,0,0,0,0,17,264,796,0,"Victoria, British Columbia",1,1
937,2022-07-09 03:36:12,#MonkeyPox another money maker &amp; excuse for #democRAT  mail-in voting schemes. _URL_,Twitter for iPhone,False,False,"A Dumbass, Equal Opportunity Offender. Take a Number. NO TRAINS. ButchOred on TruthSocial... I BLOCK STUPID.",2021-11-23 20:02:48,0,0,0,0,607,663,24689,5,USA,1,1
944,2022-07-09 03:38:32,@purehomohate @TheIncreaserJT @nypost please keep your monkeypox and sodomy within the privacy of your home and not in public bathhouses,Twitter Web App,False,False,まったく、小学生は最高だぜ！,2020-04-24 06:21:45,0,0,1,0,93,196,4401,4,None,1,1
976,2022-07-09 03:50:35,#CDC's spreading misinformation-saying #monkeypox isn't contagious before it is symptomatic. #CDC is incorrect &amp; now seems corrupt. NO other explanation for their #monkeypox &amp; #COVId errors is possible.They need to be fired. They are deadly. _URL_ via @nypost _URL_,Twitter Web App,False,True,Trump endangers us all. Neutralize him. Indict him -any other ideas? No ideas off _URL_ do your job-We failed to stop Hitler. Stop Trump B4 too late.,2016-10-08 19:41:06,1,0,0,0,150,164,5292,2,Sense of Irony,1,1
980,2022-07-09 03:51:42,"@MightyArty2 In tonight's show, he virtually proves that almost our entire government has been working for China, to destroy us, and it started in Wuhan, which is now working on Gain of Function Monkey Pox, to finish us! _URL_",Twitter Web App,False,True,"Liberty Warrior and Author of ""The Universal Individual Rights Project"" ( The Book is at Amazon ). A Worldwide Freedom Movement.",2017-01-29 19:08:09,1,0,1,0,121,104,30721,1,"Colorado, USA",1,1
984,2022-07-09 03:53:11,If it's not COVID it's Monkeypox…the media will continue to have us living in fear if we allow them to. _URL_,Twitter for iPhone,False,False,Seahawks and Ducks fan. US Navy veteran. Father of the best 15 year old girl. Given myself to God. Champions Centre is my home.,2013-07-03 05:12:26,0,0,0,0,195,865,17105,3,"Puyallup, WA",1,1
993,2022-07-09 03:56:14,@Stephen_Andrew Monkey pox cases are clearly starting to explode here in Victoria - for only one reason. Gays having anal sex. Let us admit to it - and solve the problem. Send the message out to be careful!,Twitter Web App,False,False,Retired First Vice President of an international investment brokerage firm.,2013-10-28 22:25:16,0,0,0,0,17,264,796,0,"Victoria, British Columbia",1,1
994,2022-07-09 03:57:07,"@gabbystern @WHO We the public need more information on monkeypox. So far everything I'm hearing is from doctors on twitter, and they're in one of two camps: this is mainly spreading among MSM, or it's airborne and we're all going to get it.",Twitter for iPhone,False,False,"Please join me in the 21st century. It's the guns, and the GOP. #GunControlNow",2012-06-16 02:53:46,0,1,0,0,44,287,3602,0,United States of idiocracy,1,1
998,2022-07-09 03:58:55,"Buckle up America. Dems/Left's failed policies, outright lies &amp; false narratives are being exposed &amp; they face a wrecking ball in Nov. They are desperate &amp; will say/ do whatever is necessary to maintain power. - Stoke Racial tensions - Stoke Virus fears ( #MonkeyPox) - Lie",Twitter Web App,False,False,Creator of 1.4MM Member Grass Roots Political Action Group & Host of Political Talk Radio Show Speak Out America Now with Peter J. Dawson.,2009-10-21 14:32:59,0,0,0,0,1755,239,132753,47,None,1,1
1000,2022-07-09 03:59:13,"Next plandemic is starting July 15, they want to force us to wear face diapers again, they already ordered millions of monkey pox vax… I hope I'm wrong … _URL_",Twitter for iPhone,False,False,"Fighting for our rights and freedom, not anti vaxer just anti-neurotoxin",2021-05-21 00:23:49,2,1,5,0,351,498,4300,2,None,1,1
1002,2022-07-09 03:59:43,China is conducting genetic engineering on monkey pox right now.,Twitter for iPhone,False,False,"Crypto investor, News Junkie, Veteran, Dad, Die hard KC Chiefs and Royals fan",2021-04-24 02:58:35,0,0,0,0,146,88,4056,2,The Wilderness,1,1
1009,2022-07-09 04:02:46,"San Francisco Lawmakers Call Out Government for 'Public Health Failure' on Monkeypox _URL_  Gays just want to do gay stuff in spite of consequences, then blame everyone else.",Twitter Web App,False,False,"Is It Real News? Only The Media Knows For Sure. ""The only thing necessary for the triumph of evil is for good men to do nothing."" ― Edmund Burke",2021-01-07 00:19:45,0,0,0,0,10,11,1897,0,None,1,1
